GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
4613         2   16070683   16088629     42       8  161405      0.73331      0.23168
81553        2   16729227   16857134    339      57  161405      0.35491      0.36133
729475       2   17690351   17711847     60       5  161405     -0.18602      0.57379
7447         2   17711807   17839206    423      18  161405       1.1435      0.12643
79677        2   17843579   17945096    169      18  161405       1.3476     0.088899
348654       2   17925152   17968132     98      13  161405      0.84374      0.19941
343930       2   17987786   17999867     33      11  161405       1.8312     0.033538
3790         2   18049105   18115725    209      30  161405       3.6141   0.00015069
57665        2   18734489   18751959     32      11  161405       -0.794       0.7864
100526794    2   18734489   18780846     87      13  161405     -0.43369      0.66774
93034        2   18742637   18781359     71       9  161405     -0.32268      0.62653
130497       2   19549746   19568372     49      11  161405       2.3326    0.0098336
130502       2   20095014   20111747     36      10  161405      -1.2434      0.89314
57539        2   20108524   20199884    205      20  161405      -1.1523       0.8754
4148         2   20190313   20222455     77      15  161405     -0.21781      0.58621
9741         2   20230911   20261789     80      12  161405       1.1415      0.12683
6382         2   20399058   20435194    112      14  161405       0.3187      0.37498
23369        2   20446953   20560585    214      18  161405    -0.086833       0.5346
388          2   20636835   20650701     27       9  161405       0.1375      0.44532
64342        2   20816064   20860867    186      26  161405       1.1838      0.11824
151449       2   20856424   20872750     31       8  161405      0.17206      0.43169
60526        2   20882288   21032890    302      28  161405     -0.64444      0.74035
338          2   21222801   21276945     84      19  161405      -0.5067      0.69382
114818       2   23598298   23932983   1155     105  161405       3.3636   0.00038469
54454        2   23970034   24159978    511      18  161405       3.6296   0.00014192
165324       2   24140132   24225201    269      17  161405       3.7862   7.6476e-05
388931       2   24222953   24250198     78      16  161405       3.5084   0.00022543
80304        2   24250706   24280296     63      12  161405        3.423   0.00030969
2281         2   24262584   24288051     50       9  161405       1.1126      0.13295
51639        2   24288954   24309314     66       9  161405       1.2769      0.10082
9540         2   24298803   24318085     53       6  161405      0.95772       0.1691
375190       2   24336350   24394007    181      21  161405       1.9733     0.024232
375189       2   24336454   24356334     62       7  161405       1.5156     0.064816
653140       2   24387471   24425218    108      13  161405       2.2656     0.011738
50618        2   24424233   24593647    390      18  161405       2.0203     0.021677
8648         2   24704919   24995071    619      28  161405       1.0617       0.1442
79172        2   25006175   25046745    120      17  161405      0.35624      0.36083
391356       2   25011636   25026251     36       8  161405      0.36664      0.35695
109          2   25040538   25152602    382      22  161405      0.33289      0.36961
51277        2   25165005   25204963     68      10  161405      0.64199      0.26044
22979        2   25254973   25383504    263      23  161405       3.0812    0.0010308
5443         2   25382222   25401559     33       9  161405       4.3253   7.6179e-06
1788         2   25449921   25575459    210      39  161405       3.1057     0.000949
1838         2   25598567   25906516    430      45  161405       1.8384     0.033001
55252        2   25960753   26111312    349      18  161405       2.1817     0.014565
3797         2   26147955   26215443    184      30  161405       1.2961     0.097466
10890        2   26246729   26361823    199      10  161405       1.4584     0.072366
150946       2   26385960   26414032     60       7  161405       1.2573      0.10433
3030         2   26412004   26477665    126       5  161405       1.0373      0.14981
3032         2   26457616   26514833     92       7  161405       0.9158      0.17989
165082       2   26529541   26579685    116      20  161405     -0.33411      0.63085
85465        2   26558954   26620259    134      15  161405     -0.94962      0.82885
92749        2   26614784   26681079    127      19  161405      0.54282      0.29363
9381         2   26678571   26791566    332      36  161405       -1.386      0.91713
339778       2   26775427   26803895     72      11  161405     -0.13119      0.55219
130106       2   26802573   26874211    156      21  161405      0.35697      0.36056
3777         2   26905581   26955566    101      16  161405       2.4665    0.0068212
54978        2   26977131   27005599     33       4  161405       4.1867    1.415e-05
1058         2   26998857   27025435     49       5  161405       4.3132   8.0466e-06
56896        2   27060969   27174719    197      13  161405       4.4242   4.8408e-06
22924        2   27183525   27251587     79       6  161405       4.4083   5.2084e-06
54867        2   27245774   27266065     12       2  161405       4.2687   9.8319e-06
60509        2   27264291   27294990     36       7  161405       4.3392   7.1499e-06
11117        2   27291435   27310771     23       4  161405       4.5239   3.0352e-06
100128731    2   27291840   27304567     17       5  161405       4.5321   2.9199e-06
3795         2   27299611   27325119     29       4  161405       4.4514   4.2656e-06
10669        2   27320659   27351995     43       7  161405       4.3135   8.0343e-06
84696        2   27336632   27355180     25       6  161405       3.5138   0.00022083
10113        2   27352124   27367542     27       6  161405       1.8356     0.033208
339779       2   27358215   27372332     29       5  161405       1.8901     0.029372
150921       2   27361835   27377902     29       5  161405       1.8478     0.032318
8884         2   27420955   27445175     61       8  161405       2.1523     0.015688
51374        2   27424899   27441546     41       7  161405       1.8568      0.03167
790          2   27430258   27468160     93      11  161405       2.2887     0.011047
7781         2   27475940   27511093     53       9  161405        2.961    0.0015333
285126       2   27488289   27506714     27       7  161405       3.3434   0.00041386
57159        2   27495297   27531807     47       8  161405       3.5277   0.00020958
7349         2   27528765   27541130     13       6  161405        2.407    0.0080412
4358         2   27530860   27555969     23       9  161405       3.0723    0.0010622
2976         2   27547216   27590243     37       8  161405       3.0549    0.0011258
9784         2   27583363   27601900     25       7  161405       3.1171   0.00091318
8890         2   27585719   27603324     23       7  161405       3.2068   0.00067114
130557       2   27598598   27613733     23       6  161405       2.8847    0.0019591
5496         2   27602566   27642550     49       7  161405       2.8449    0.0022216
29959        2   27641473   27666626     36       4  161405       2.8742    0.0020253
200634       2   27655233   27670848     16       3  161405       2.9288    0.0017013
26160        2   27665740   27722575     75       7  161405       3.1164   0.00091543
2646         2   27709470   27748056     60       7  161405       3.0535    0.0011308
64838        2   27713250   27728126     18       2  161405       3.0992   0.00097023
84226        2   27789389   27807089     20       5  161405       3.0953   0.00098298
84450        2   27795836   27847582     87      10  161405        3.173   0.00075447
11321        2   27841515   27875213     60       8  161405       3.3261   0.00044036
79635        2   27846908   27861898     41       6  161405       2.9863    0.0014117
9913         2   27872179   27896707     21       6  161405       3.5158   0.00021922
22950        2   27876338   27919347     30      10  161405       4.2317   1.1595e-05
9553         2   27984584   28004108     22       6  161405       5.3175   5.2612e-08
64080        2   28002766   28123223    182      12  161405       5.2565   7.3429e-08
9577         2   28103482   28563268    919      48  161405       3.3414   0.00041673
2355         2   28605704   28639016     68      12  161405       1.8808     0.030001
151056       2   28708938   28868154    586      64  161405       1.7067     0.043935
5500         2   28964614   29027306    128      12  161405       2.5823     0.004907
245711       2   29023462   29074976     68       9  161405       2.8064     0.002505
55006        2   29071187   29103175     58       8  161405       2.6603    0.0039038
23160        2   29107533   29172580    192      13  161405      0.82478      0.20475
165186       2   29194164   29276596    319      25  161405       1.2229      0.11068
388939       2   29283056   29307127     80      12  161405       1.2027      0.11455
79745        2   29310542   29408179    206      23  161405       1.0374      0.14978
238          2   29414140   30154477   2503     144  161405       3.1621   0.00078324
51646        2   30359750   30384899     42      12  161405      0.96413      0.16749
81606        2   30444397   30484399    120      18  161405       1.7531     0.039789
253558       2   30660102   30868591    662      22  161405      0.10124      0.45968
92291        2   30944137   31040383    365      53  161405    -0.041337      0.51649
79623        2   31131831   31371592    841      54  161405       2.0099      0.02222
440854       2   31394422   31466724    414      33  161405     -0.49031      0.68804
30845        2   31446880   31492760    160      24  161405     -0.53485      0.70362
7498         2   31555688   31647611    282      36  161405      0.87891      0.18972
6716         2   31748156   31816040    153      18  161405       2.2075     0.013641
51072        2   32091392   32246116    285      15  161405       1.7476      0.04027
84661        2   32244356   32274890     72      14  161405       1.2793      0.10039
6683         2   32278660   32384206    219      18  161405      0.80139      0.21145
55676        2   32380910   32450681    161      17  161405       1.5863     0.056341
58484        2   32448018   32500812    106      14  161405       0.7548      0.22518
84272        2   32492958   32534574     91      19  161405     -0.31775      0.62466
57448        2   32571735   32845466    412      35  161405      0.60935      0.27114
55622        2   32843087   33047618    698      44  161405     -0.10418      0.54149
4052         2   33162221   33626076   1915      84  161405      0.54175        0.294
25780        2   33651416   33791298    476      71  161405     -0.41798      0.66202
25940        2   33807227   33834362     63      12  161405      0.56081      0.28746
51232        2   36573370   36779778    535      45  161405     0.049596      0.48022
9637         2   36777897   36835333    175      13  161405      0.56357      0.28652
5212         2   36913833   37043437    448      63  161405       3.6963   0.00010939
6801         2   37063341   37203673    343      21  161405        4.463   4.0409e-06
54497        2   37206653   37321485    326      26  161405       6.2829   1.6619e-10
253635       2   37301594   37327887     69      10  161405       4.2281   1.1785e-05
5610         2   37330781   37394190    221      18  161405       4.3715   6.1687e-06
391365       2   37393463   37433230    248      17  161405       4.5974   2.1393e-06
10153        2   37427272   37468740    102      18  161405        5.108   1.6277e-07
55471        2   37448774   37477803     82      15  161405       4.8576     5.94e-07
23683        2   37476145   37561915    301      16  161405       5.4302   2.8148e-08
25797        2   37561742   37601965    140      25  161405       5.1727   1.1534e-07
10602        2   37867525   37909678    148      22  161405      0.67555      0.24966
151393       2   38142462   38295785    428      23  161405       1.4451      0.07421
1545         2   38293246   38313323     40       7  161405     -0.73549      0.76898
64225        2   38520527   38614432    191      16  161405    -0.069183      0.52758
92906        2   38787620   38840178    119      15  161405      0.99122      0.16079
130589       2   38883052   38963409    212      26  161405       2.7106    0.0033585
6432         2   38969241   38988636     30       6  161405       3.0643     0.001091
79833        2   38995327   39011098     32       6  161405       3.1949   0.00069947
90957        2   39023371   39113021    179      15  161405       2.7032    0.0034338
729967       2   39093103   39111350     47       8  161405       1.5718     0.058003
100271715    2   39136504   39204090    100      17  161405       1.3641     0.086263
6654         2   39207190   39357686    238       9  161405      0.72729      0.23353
344387       2   39404188   39481114    171      13  161405       2.3123     0.010379
8491         2   39474907   39674453    449      23  161405       1.5063     0.066001
130733       2   39882638   39946603     78       5  161405       3.2383    0.0006013
80745        2   39961700   40016416    135      11  161405       3.4781   0.00025246
6546         2   40337786   40749575   1443      90  161405       5.4762   2.1734e-08
400950       2   42161008   42190943     77      13  161405    -0.072547      0.52892
91461        2   42265161   42287168     80       6  161405      -1.5411      0.93836
27436        2   42386490   42561188    481      21  161405      -1.4281      0.92337
9167         2   42576140   42606150     45       7  161405     -0.53891      0.70503
170850       2   42667657   42731237    161      27  161405      -1.4641      0.92841
57504        2   42711709   43012580    687      26  161405       1.0173       0.1545
165140       2   42988139   43001401     40      11  161405      0.61918       0.2679
23498        2   42992729   43029753    157      13  161405       1.6045     0.054298
678          2   43448041   43463745     28       7  161405     0.010338      0.49588
63892        2   43456475   43833185    892      25  161405      0.22782      0.40989
130271       2   43854439   43996626    515      34  161405      0.25447      0.39957
728819       2   43900792   43913461     64      11  161405     -0.31315      0.62292
51626        2   43991178   44056595    230      20  161405      0.82568      0.20449
64240        2   44038111   44076039    138      18  161405      0.56055      0.28755
64241        2   44056103   44107447    313      14  161405     -0.37101      0.64469
10128        2   44111863   44233144    355      19  161405      0.84652      0.19863
5495         2   44385984   44473070    169      15  161405       1.6319     0.051347
6519         2   44492597   44549463    132      14  161405     -0.11652      0.54638
9581         2   44543246   44599001    143      14  161405     -0.51194      0.69565
79823        2   44579043   45001231   1009      31  161405      0.45691      0.32387
6496         2   45159037   45174716     56      12  161405      0.29607      0.38359
10736        2   45230824   45246580     48       5  161405       0.5739      0.28302
55133        2   45614319   45848434    665      29  161405       2.0051     0.022477
5581         2   45868454   46416629   1921     182  161405       2.0597     0.019712
2034         2   46514541   46615342    298      35  161405      0.81649      0.20711
388946       2   46696704   46713064     60       8  161405       1.0969      0.13635
90423        2   46737486   46779551    107      15  161405       2.3193     0.010189
23433        2   46759867   46813327    114      19  161405       3.4931   0.00023875
5281         2   46806913   46854251     98      13  161405        3.635     0.000139
9419         2   46834325   46854381     40       7  161405       3.4857   0.00024546
9655         2   46916099   46991427    261      19  161405      0.81996      0.20612
90411        2   47127509   47178994    227      23  161405     -0.13454      0.55351
57217        2   47158313   47304775    615      48  161405      0.76787      0.22128
285051       2   47312630   47392517    377      39  161405       3.2194   0.00064228
805          2   47385721   47414229     68      13  161405       2.9931    0.0013807
4072         2   47586287   47615667     82      15  161405       0.1394      0.44457
4436         2   47620206   47741216    341      24  161405       1.3332      0.09123
56660        2   47746414   47807470    152      37  161405    -0.060003      0.52392
2956         2   48000221   48035592     97      13  161405       2.9246    0.0017245
80204        2   48032559   48143524    264      15  161405       2.8977    0.0018793
3344         2   48531783   48607934    222      20  161405       4.3548   6.6604e-06
129285       2   48657908   48744031    230      23  161405        2.547    0.0054326
286749       2   48747064   49005156    964      62  161405       2.6872    0.0036026
11037        2   48747308   48827154    283      25  161405       3.2524   0.00057215
11036        2   48834937   49005145    630      52  161405       1.8253      0.03398
3973         2   48912413   48992880    312      38  161405       1.5422     0.061514
2492         2   49187796   49391666    739      35  161405      0.65454      0.25638
9378         2   50144143   51269674   3391     123  161405       4.7424   1.0559e-06
51130        2   53895617   54024146    399      25  161405       3.7258   9.7358e-05
100302652    2   53895930   54097170    589      28  161405       3.8494   5.9197e-05
494143       2   53984929   54003820     66      13  161405       2.9725    0.0014769
27248        2   54004068   54047456     94      15  161405       3.3154   0.00045754
10936        2   54078550   54097170     47      11  161405        4.104   2.0303e-05
23198        2   54089704   54207977    319      21  161405       4.1199   1.8948e-05
98           2   54332410   54533937    589      33  161405       2.8609     0.002112
388951       2   54478815   54493409     60       6  161405      0.26273      0.39638
129852       2   54548006   54590214    106      14  161405       1.6459     0.049887
6711         2   54673454   54900083    633      26  161405       3.2895   0.00050177
400954       2   54942149   55200657    816      60  161405       3.7983   7.2839e-05
57142        2   55197825   55317770    336      23  161405        3.018    0.0012723
130162       2   55398183   55469699    174      22  161405       1.2654      0.10287
6233         2   55449039   55464489     46      11  161405      0.70433      0.24061
4528         2   55462256   55506384    118      18  161405  -0.00082539      0.50033
55704        2   55513478   55657057    440      21  161405      0.83825      0.20095
112942       2   55736740   55773716    101      19  161405     -0.40038      0.65556
57223        2   55772928   55854860    245      25  161405       -1.515      0.93512
87178        2   55859698   55931045    244      26  161405     -0.94555      0.82781
2202         2   56091597   56161298    213      25  161405       2.9542    0.0015676
114800       2   56401258   56614809    658      53  161405       2.9412     0.001635
7444         2   58263777   58388555    169      22  161405       6.1094        5e-10
55120        2   58384878   58478515    201      25  161405       6.7301   8.4797e-12
53335        2   60676802   60790633    175      35  161405       3.9765   3.4968e-05
64895        2   60973365   61030721    126      15  161405       1.8075     0.035341
5966         2   61098709   61172910    107      19  161405      0.51851      0.30205
150962       2   61166048   61255365    145      23  161405        1.068      0.14275
5194         2   61234812   61280625     72      14  161405      0.45847      0.32331
84542        2   61283005   61366669    128      21  161405      0.70105      0.24164
339804       2   61362221   61393464    100       7  161405       1.2217      0.11091
130872       2   61394553   61416740     45       8  161405       1.8217     0.034248
9736         2   61413090   61707868    590      23  161405       2.8274    0.0023464
7514         2   61703569   61775440    112      10  161405       1.9865     0.023488
84140        2   62050483   62091278    101      13  161405     -0.17272      0.56856
10575        2   62093762   62125806     85      12  161405      0.36924      0.35597
150684       2   62105904   62364705    483      26  161405     -0.41701      0.66166
10678        2   62413262   62453366     66      15  161405     0.069345      0.47236
200728       2   62725856   62743604     66      12  161405       2.8993    0.0018698
23301        2   62890986   63275122    394      31  161405       2.6392    0.0041555
5013         2   63267192   63286466     16       7  161405       1.8829      0.02986
51057        2   63347018   63825867    916      27  161405     -0.43009      0.66644
4190         2   63805743   63835831     51       8  161405      -1.5875      0.94381
7360         2   64058084   64120196    127      22  161405      0.27644      0.39111
51542        2   64117780   64256526    369      27  161405      0.25515       0.3993
57162        2   64318286   64381605    146      17  161405      0.23026      0.40895
29094        2   64671327   64690017     30       9  161405       2.0792     0.018798
54812        2   64741439   64821639    133       8  161405      0.88905      0.18699
101927402    2   64747823   64761744     23       3  161405      0.79982      0.21191
9792         2   64857255   64988048    226      21  161405     -0.31789      0.62471
6509         2   65205579   65252499    145      24  161405    -0.095913      0.53821
23177        2   65273495   65315642    121      16  161405      -1.0888      0.86188
5861         2   65312488   65367435    155      17  161405      -1.0964      0.86355
10097        2   65444829   65499887    148      14  161405      -0.1911      0.57578
200734       2   65533080   65669733    386      25  161405       1.6676     0.047693
4211         2   66652257   66801391    329      43  161405       2.5636    0.0051798
54465        2   67614442   67639040     63       6  161405       1.9393     0.026235
10438        2   68267832   68300159     43       8  161405      0.42476      0.33551
116143       2   68355781   68394692     62       8  161405       3.9856   3.3651e-05
56902        2   68375005   68404591     55       7  161405       3.5454   0.00019602
5534         2   68404479   68493392    150      10  161405       3.9788   3.4626e-05
25927        2   68509803   68557183    112      24  161405      0.10397       0.4586
5341         2   68582322   68626085    223      19  161405     -0.35177       0.6375
200558       2   68684691   68840861    416      15  161405      0.43412       0.3321
554251       2   68687998   68704448     27       4  161405       1.0896      0.13794
10887        2   68860712   68884744     70      19  161405     -0.81442       0.7923
9938         2   68951913   69055465    410      38  161405     -0.03655      0.51458
27302        2   69091113   69108649     31       6  161405       0.3927      0.34727
200504       2   69170864   69190102     46      11  161405      0.83914       0.2007
56287        2   69191705   69209612     56      10  161405     -0.14464       0.5575
84168        2   69230276   69477959    657      69  161405      0.23491      0.40714
2673         2   69545401   69624386    143       8  161405       1.3039     0.096142
27247        2   69621745   69674760    119       8  161405       1.0009      0.15844
22848        2   69683627   69911566    270      20  161405     -0.28194      0.61101
307          2   69937946   70055096    266      17  161405       3.0947   0.00098508
64395        2   70046818   70108227    102       9  161405       2.9255    0.0017194
11017        2   70111075   70133868     38       4  161405       3.2243   0.00063148
4084         2   70132173   70171577     67       5  161405       3.0619    0.0010998
151516       2   70185721   70199397     20       4  161405       1.9713     0.024346
5093         2   70303972   70317835     30       4  161405       1.9795     0.023877
54980        2   70375517   70428151     97      12  161405       0.5232      0.30042
7072         2   70435076   70485886     97       6  161405        1.363     0.086446
51449        2   70475231   70509817     68       5  161405         1.41     0.079273
6637         2   70507010   70530869     45       5  161405       1.0992      0.13584
84908        2   70521608   70539293     31       4  161405      0.87323      0.19127
7039         2   70672912   70791147    353      39  161405      -0.3758      0.64647
119          2   70886834   71005375    385      25  161405       1.8404     0.032855
344018       2   71002942   71027775     98      12  161405       1.1447      0.12616
165530       2   71034275   71057732    128      10  161405     -0.88821      0.81279
50489        2   71055843   71072953     86      17  161405      0.74003      0.22964
25806        2   71117720   71162076    124      22  161405     -0.16671       0.5662
525          2   71152998   71194061    145      30  161405      -1.6379      0.94928
79998        2   71195172   71214129     50      16  161405     -0.87967      0.81048
113419       2   71211568   71232001     63      11  161405      -1.3493      0.91137
55577        2   71285408   71307498     79      12  161405      0.55404      0.28978
84693        2   71335306   71367394    112      12  161405      0.70207      0.24132
10199        2   71347444   71378732    104      12  161405      0.82401      0.20497
400961       2   71408368   71464233    209      25  161405       2.1737     0.014863
27332        2   71493729   71663691    490      27  161405       3.7114   0.00010305
8291         2   71670347   71915395    842      83  161405      0.51187      0.30437
56603        2   72354867   72384991     53       9  161405       2.0227     0.021551
23233        2   72401613   73063177    932      24  161405       1.1019      0.13525
6697         2   73104512   73120789     12       2  161405      0.30544      0.38002
2016         2   73134604   73163520     39      11  161405        4.212   1.2656e-05
94097        2   73167665   73308965    247      20  161405       3.7105   0.00010344
26056        2   73299010   73350146     98      10  161405        2.479    0.0065869
344022       2   73419386   73439840     52       8  161405       2.4017     0.008159
10322        2   73431366   73455855     58      11  161405       2.7588    0.0029006
10574        2   73451364   73481650     81      13  161405       2.9036    0.0018444
84279        2   73453634   73470356     39       9  161405       3.0793    0.0010373
150726       2   73480310   73506758     43      14  161405       2.8245    0.0023676
1961         2   73516557   73530829     16       3  161405       1.1171      0.13199
7840         2   73602886   73838547    385      13  161405       5.1734   1.1492e-07
9027         2   73866350   73879537     45       6  161405       3.5603   0.00018518
51471        2   73926136   73938467     32       4  161405       2.3732    0.0088184
51002        2   73954244   73974765     25       3  161405       1.9044      0.02843
8446         2   73987825   74017284     17       3  161405       2.0527     0.020053
388960       2   74001316   74045774     12       3  161405       1.8593     0.031495
10617        2   74046043   74102283    132      19  161405       2.1286     0.016642
72           2   74110093   74148280    154      19  161405     0.046925      0.48129
1716         2   74143953   74187588    120      11  161405      0.67503      0.24983
200424       2   74202211   74336803    237      20  161405       2.3276    0.0099655
388962       2   74361028   74385039     58       9  161405       1.8024     0.035738
55233        2   74379894   74416006     62       7  161405      0.74185      0.22909
10797        2   74415690   74443925     45       7  161405       1.5597     0.059415
57835        2   74440497   74580534    215      30  161405      -1.1943      0.88382
1639         2   74586781   74629214     48       7  161405       -1.903      0.97148
84058        2   74638863   74654382     19       4  161405      -1.1022      0.86482
388963       2   74639803   74654934     17       4  161405     -0.88237      0.81121
6242         2   74651488   74679060     16       3  161405    -0.095556      0.53806
83444        2   74672150   74686587      7       2  161405      0.36283      0.35837
23559        2   74674996   74689518      9       2  161405      0.26683       0.3948
7841         2   74686684   74702537     13       3  161405      0.76002      0.22362
116540       2   74697585   74709942     13       6  161405      0.36395      0.35795
84865        2   74698459   74720357     17       8  161405     0.050079      0.48003
64427        2   74700200   74723191     19       7  161405      0.45735      0.32371
85474        2   74723144   74740443     20       4  161405      0.89737      0.18476
84759        2   74730670   74745707     14       3  161405       1.0017      0.15825
3196         2   74730686   74745775     14       3  161405       1.0017      0.15825
165545       2   74743758   74763408     15       5  161405      0.99834      0.15906
27429        2   74746532   74762183      9       4  161405      0.68859      0.24554
550          2   74752275   74767019     12       4  161405      0.37371      0.35431
84695        2   74758446   74791088     23       6  161405      0.35935      0.35967
1796         2   74766147   74786178     12       2  161405       0.4497      0.32647
130951       2   74783510   74885994     67      17  161405      0.37476      0.35392
10505        2   74871355   74912481     39       7  161405      0.42224      0.33642
3099         2   75049782   75121981    211      34  161405      0.80972      0.20905
56655        2   75175775   75198359     52      11  161405       -1.887      0.97042
6869         2   75272090   75436645    448      50  161405       1.0157      0.15489
84141        2   75717944   75806848    220      30  161405      0.58768      0.27838
9801         2   75863909   75890834     99      14  161405     -0.37501      0.64617
6936         2   75888331   75948482    141      15  161405      0.25096      0.40092
80059        2   76973349   77759502   2431      95  161405       3.6351   0.00013896
130120       2   79242812   79257130     62       6  161405       1.2072      0.11367
5968         2   79310649   79325150     63      11  161405       2.5346    0.0056288
5967         2   79337584   79352045     54      11  161405        1.262      0.10348
5068         2   79382632   79396880     48      10  161405        1.643     0.050187
1496         2   79730060   80877493   3207     224  161405        3.369   0.00037723
347730       2   80513981   80541718     52      16  161405       1.2744      0.10126
8802         2   84649147   84696586    114       9  161405     -0.40625      0.65772
1768         2   84733579   85048213    717      20  161405      -1.1222      0.86911
129293       2   85047274   85118369    210      21  161405     0.025458      0.48984
9168         2   85122763   85135299     40       3  161405    -0.035858       0.5143
56888        2   85188231   85288095    172      18  161405      0.74353      0.22858
83439        2   85350583   85539011    631      59  161405      0.70107      0.24163
10618        2   85543641   85565419     61       9  161405       1.6263     0.051939
54884        2   85567578   85591821     42      10  161405       2.1979     0.013978
84173        2   85571843   85620375     99      17  161405       1.9026     0.028545
822          2   85620371   85651197    122      19  161405       1.9244     0.027153
284948       2   85650108   85665680     38      10  161405       2.6798    0.0036828
4144         2   85756101   85773903     55       7  161405      0.55583      0.28916
2677         2   85770478   85798657     79      13  161405     -0.41091      0.65943
8673         2   85794614   85810656     51       8  161405     -0.53901      0.70506
10791        2   85801531   85822011     59       9  161405     -0.52272      0.69942
51255        2   85812391   85826331     36       8  161405      -1.0864      0.86134
10713        2   85819965   85877907     82      14  161405     -0.45142      0.67416
129303       2   85824170   85839822     16       4  161405      -0.3269      0.62813
388969       2   85830876   85849179     23       6  161405     0.032877      0.48689
6439         2   85882940   85905864     36      11  161405     -0.80866      0.79064
10578        2   85911414   85927467     70       8  161405      0.80639      0.21001
84913        2   85970909   86020006    125      20  161405    -0.036129      0.51441
8869         2   86064771   86126157    182      16  161405      -1.0529       0.8538
25885        2   86251951   86343278    213      19  161405      0.67849      0.24873
55037        2   86323305   86370780    118      11  161405      0.66593      0.25273
10989        2   86369555   86433264    179       8  161405     0.081346      0.46758
51318        2   86416478   86442413     79       6  161405      0.24959      0.40145
65055        2   86439616   86575206    432      20  161405       2.4675    0.0068021
55818        2   86658271   86721339    128      15  161405      0.87989      0.18946
51652        2   86729053   86800620    176      21  161405      0.64359      0.25992
100526767    2   86729053   86958245    431      32  161405       1.0521      0.14638
7844         2   86829016   86861000     80      12  161405    0.0048271      0.49807
64795        2   86937414   87006664     69       8  161405       1.7321     0.041628
925          2   87010228   87045519     79       8  161405       1.0076      0.15683
926          2   87040960   87099047    105      15  161405       1.4993     0.066903
400966       2   87130890   87242599      6       4  161405     -0.70123      0.75842
730268       2   87990493   88048739      5       2  161405        1.611     0.053589
729857       2   88055217   88135331      2       1  161405     -0.11687      0.54652
51315        2   88325224   88365315     65      10  161405       0.6275      0.26516
150572       2   88357299   88414406    188      26  161405      0.43907       0.3303
2168         2   88421001   88437650     39      10  161405     -0.42678      0.66523
55258        2   88459814   88487656     71      13  161405      0.28475      0.38792
344167       2   88746226   88762053     23       7  161405      -1.0836      0.86072
200523       2   88814115   88830696     67       8  161405      0.80634      0.21002
9451         2   88854759   88937094    103      16  161405       1.2309      0.10919
22934        2   88981176   89051952    167       9  161405     -0.29405      0.61564
150483       2   95527188   95544068     34       6  161405      0.47774      0.31642
4118         2   95681400   95721237     38      12  161405      0.49352      0.31082
64969        2   95751452   95797754     26      12  161405      0.70099      0.24165
84874        2   95811900   95835322     23      10  161405      0.14452      0.44254
7549         2   95821165   95851565     27       8  161405      0.88248      0.18876
150696       2   95929674   95967567     37       9  161405      0.53187      0.29741
30818        2   95953072   96053325    108      11  161405       1.3902      0.08224
51011        2   96058439   96083857     12       7  161405       1.5978     0.055044
653192       2   96141215   96160479     11       4  161405       1.2593      0.10396
129868       2   96247766   96266971     14       8  161405      0.21691      0.41414
400986       2   96515414   96668068     93      14  161405      0.79925      0.21207
150763       2   96686194   96711722      8       4  161405      0.93519      0.17484
151          2   96777123   96792281     18       4  161405      0.93407      0.17513
431705       2   96788089   96814175     32       7  161405        1.697     0.044844
1844         2   96807408   96821206     18       6  161405       1.2496      0.10571
56910        2   96849097   96884573     39       7  161405        3.052    0.0011365
55654        2   96914446   96941751     29       9  161405       4.1013   2.0546e-05
9391         2   96921884   96941417     17       6  161405       3.8504   5.8952e-05
23020        2   96938574   96981307     46      10  161405       4.1751   1.4891e-05
150771       2   96981062   96995591     13       5  161405       4.0639    2.413e-05
23397        2   96991479   97044333     49       9  161405       4.0184   2.9296e-05
93082        2   97161883   97183846     20       6  161405       1.5624       0.0591
10865        2   97192464   97219875     41      11  161405       1.6277      0.05179
55683        2   97257392   97314116     51      12  161405       2.1676     0.015094
90342        2   97298574   97372124     84      20  161405       2.5458    0.0054511
81562        2   97370166   97415813     54       6  161405       2.0324     0.021059
26504        2   97416639   97479128     75       7  161405        1.951     0.025528
26505        2   97470950   97502621     34       5  161405       2.2213     0.013166
200539       2   97487099   97519758     34       4  161405       2.2044     0.013748
51239        2   97512222   97533756     19       5  161405       2.4083    0.0080131
54910        2   97523973   97546680     18       6  161405       2.5371    0.0055889
51252        2   97540119   97662337    272      20  161405       2.6434    0.0041038
151313       2   97747820   97770603     23       3  161405        1.482     0.069172
375248       2   97768923   97931758     71       8  161405       1.1462      0.12586
57730        2   98107509   98216708     71       4  161405     -0.50628      0.69367
1329         2   98252521   98266157     14       3  161405       1.6053     0.054218
10120        2   98270902   98290561     28       6  161405        1.742     0.040756
7535         2   98320031   98358490     68      11  161405       1.8312     0.033535
23505        2   98371299   98622389    472      21  161405       1.5498     0.060591
200403       2   98693595   98930910    610      33  161405      0.14407      0.44272
1261         2   98952618   99016564    206      24  161405      0.16717      0.43362
3631         2   99051321   99208996    227      12  161405      0.76377       0.2225
493753       2   99214286   99234981     37       4  161405      0.93661      0.17448
25972        2   99215032   99236478     38       3  161405      0.94586      0.17211
11320        2   99234069   99357589    236      26  161405      0.81163       0.2085
343990       2   99408809   99562684    373      21  161405      -0.9252      0.82257
80705        2   99612224   99781187    424      19  161405     -0.81686        0.793
