gene	GE-InN-1	GE-InN-2	GE-InN-3	GE-InN-4	GE-InN-5	GE-RG-1	GE-RG-2	GE-CycPro	GE-InN-6	GE-RG-3	GE-InN-7
C2orf73	0.04090764695874222	0.012037730419176332	0.020919436387565642	0	0	0	0.55041546480637	0.028915993280111178	0	0.34680359924625004	0
SPTBN1	0.10355543182534142	0.11240022833262928	0.1255030903671081	0.11022880009247957	0.09464707307519066	0.05819147940333328	0.06950929852918585	0.06258811005477855	0.09920547333633485	0.054171635291356206	0.10999937934348042
AC092839.1	0.09847173573853298	0.11068909989457364	0.1265238494206628	0.09558257177413267	0.09868061634334825	0.05671969778225214	0.06745582422133381	0.06185074820371561	0.08484548133621783	0.04964915499628384	0.14953121724466106
AC093110.1	0.11502874369800568	0.11926182135287991	0.09310134521050203	0.07756422307230096	0.08146541517643197	0.08254578206268343	0.10045421398662868	0.06484939827451158	0.08281463372177339	0.09234167643125896	0.09057272154692135
EML6	0.040128116986139585	0.049160316668659824	0.06767891895072119	0.057056146662470386	0.038952313305179176	0.11790117279098576	0.18241707500763416	0.12450428142026208	0.12327159779693837	0.09279414589585887	0.10613590753719984
AC104781.2	0.02298742093776827	0.008338368495773834	0.05353731608756054	0	0.05234208438301703	0.16020058758775604	0.23479219355741315	0.1553988734103132	0.1817099456232385	0.08345735575554476	0.04723580617376409
RTN4	0.10132959778801812	0.1073927718035156	0.10311198208665735	0.10933681198603074	0.09080077512114869	0.05688940758151883	0.0671490077208873	0.08702421462024193	0.09204617449348712	0.0860793499178086	0.0988399066854315
CLHC1	0.06645816284761324	0.07231818704224187	0.0711675521607972	0.08116190575342001	0.08590921314665512	0.10882279434278933	0.1277197504462025	0.0579620702284874	0.09167932298368299	0.1493309750853031	0.08747006372433881
RPS27A	0.10221083069459723	0.1161799528361614	0.10926474842532603	0.096628782020329	0.0794397931996924	0.07574657084379809	0.12017639615909896	0.10117305952241067	0.07540613635015385	0.049339077824160124	0.0744346519449214
MTIF2	0.07346548830780446	0.11199493420715252	0.07679873177127591	0.09916664422826477	0.05563182641323814	0.1342614252729782	0.08130123420641452	0.13583740533307825	0.0942147394961896	0.07610038242944335	0.0612271752618451
AC012358.3	0.12397009181141044	0.11391731856822722	0.1822042008597865	0.1614579429168275	0.11323602722318665	0.04430371765669276	0.02235725582374957	0.08860371057100563	0.06497493325983593	0.03767356484494712	0.04730123578937324
CCDC88A	0.11576606644220093	0.11252219532413454	0.16641031280464597	0.1548298171518482	0.09986479295490137	0.04452165854065959	0.0385081242890058	0.10504600438797591	0.06760538676221145	0.03635122219760911	0.05857441904815519
CFAP36	0.06461236957892813	0.06742490354368409	0.0731592319330245	0.06318400945721195	0.06286699580790985	0.1189670675317704	0.13754740274338614	0.07886905078281431	0.07525264904253758	0.14097700316437206	0.11713931400225196
PPP4R3B	0.09947041216811622	0.09728482759188092	0.0933810511799052	0.09367718962645478	0.08478322879000189	0.08860828902240717	0.07093923788785518	0.09621997806599583	0.10313262661348703	0.07750231033461219	0.09500084798490392
AC015982.2	0.06223724237114964	0.05995977348076241	0.01736035665419194	0.03163541208986401	0.06544987453869812	0.16469230062442802	0	0.1382440710490586	0.04395154425848386	0	0.41646932614449683
PNPT1	0.06036173525224643	0.08068433252199605	0.06643294189238313	0.06198701210856099	0.06344506430483232	0.18805022743561547	0.08750530687295868	0.11280852120986054	0.08481713465101376	0.12290839921001134	0.07099932258715223
EFEMP1	0.007669615181029358	0.003125933317592757	0.02354053806286489	0	0.0018546295814977623	0.29174192227446166	0.37221134849476206	0.04399920758013742	0.02256673399158458	0.2332900559545858	0
MIR217HG	0.0582150772833521	0.025593968525026017	0.04437709054235843	0.033162007363388576	0.12879433786694786	0.047611070056220006	0.6203685381988733	0.012256779148907956	0	0.029621029887141107	0
AC007743.1	0.13639837246810882	0	0	0.034467042579702414	0.08792797877719484	0	0	0	0.7412062826888072	0	0
CCDC85A	0.026501964890947513	0.03574844855331524	0.05107806350623323	0.10246342685325006	0.02399034365221926	0.02224335521305656	0.1454759154761315	0.026360954079821784	0.48098668565725733	0.009837825359874347	0.0753130122089355
AC132153.1	0.018327546905606083	0.05616813191434972	0.03863213492329936	0.040889056007477304	0.09000883905291987	0.11655216621491425	0.23894492999249767	0.019874349992063157	0	0.38060281109432975	0
VRK2	0.026192741033869753	0.03530490121616059	0.029681876284831946	0.03286197644688935	0.04447385175063433	0.2495131713621506	0.12061752048400548	0.12754813115715402	0.032143878912248326	0.2864894325336868	0.01517251172924594
FANCL	0.026470560806103088	0.05428922576896519	0.044908179689289125	0.06438581764486027	0.04377551395732043	0.1904775060941138	0.12367408386723881	0.1899065420290459	0.09666867847166619	0.10021492975907674	0.06522896077282012
LINC01122	0.10258127567265474	0.07731902389216957	0.06459286075396542	0.1201358953476157	0.11634342183101803	0.017592341419923104	0.022618302672912285	0.042737617334913054	0.21831030434388712	0.008601882045583497	0.2091670745181185
LINC01793	0.08511188481390114	0.09545725440941798	0.09507112628717444	0.1600087564023906	0.07261895884192156	0.010162724875593016	0	0.020787059933420695	0.17885956076273776	0	0.28192264924254534
AC007100.1	0.12565068342002628	0.03851478550676471	0.1353102229699945	0.04420497410853581	0.1530811652810414	0	0.10113178457357351	0.12731936930227633	0.06082144552242026	0.015225099890381113	0.19874042286547222
BCL11A	0.15974116365569951	0.14308994945332706	0.048245639775341104	0.09722826310139841	0.128130222064169	0.02701721804638024	0.009432705124304204	0.08274675121665713	0.16263435717545272	0.016457554913501583	0.1252761753123936
PAPOLG	0.11594014990376389	0.11984455922398325	0.10687976555067735	0.12174290055101508	0.09935630968343327	0.04648007025915517	0.05917064925554335	0.08779776355466115	0.10414611471141122	0.06096462277748059	0.07767709300950273
LINC01185	0.0915235704429265	0.0835870553246317	0.06865272086361446	0.028156303692208392	0.0626793600135736	0.20404665458411964	0.0550672129860135	0.08267220709525994	0.09778148699952616	0.18632595907987407	0.03950740101856276
REL	0.06845363037109048	0.03625708063557921	0.07626875802285242	0.06736820442676485	0.050195885409819674	0.1410915409787811	0.10774096219492196	0.09061231953268066	0.09980182639551108	0.12991999233035845	0.13228979387220763
PUS10	0.05886465033012772	0.06584579366068402	0.1175649607487301	0.08213042610218155	0.07856222848479667	0.12409080804835469	0.176479765560378	0.10249129799539437	0.04997934372176583	0.09174827114517946	0.052242448727584684
PEX13	0.10173195200876797	0.09271953351086333	0.1173108313667115	0.11391919522863383	0.09700660141017407	0.10200420870755601	0.06868329454204877	0.08274779141666683	0.0756934850830224	0.07642992044670811	0.07175318363822501
KIAA1841	0.1270591203121711	0.12471927597120361	0.0646251032132317	0.10043488307205851	0.09853408168932243	0.0957416321635158	0.05371206097691645	0.10657565062134292	0.07087557732359573	0.08214035660508735	0.07558225743689548
AC016747.1	0.10215569926432133	0.07745553969777653	0.13622766843283732	0.10034799435057426	0.03517091889394872	0.11234128700238337	0.2555828235398145	0.035361934473349295	0.04158374266485959	0.1037723307765748	0
C2orf74	0.0700289199643488	0.06766293094307294	0.11536326183975203	0.11954974478147137	0.10864849165197979	0.07126547742449055	0.11977044720991536	0.04075970810043274	0.06950227620293006	0.09794108362484527	0.11950764681415141
USP34	0.07862634738161894	0.09201576813242754	0.08269714222769171	0.08402894176869966	0.07797172479405823	0.1148958219915167	0.09062407467368581	0.09327367084866678	0.09038723508365645	0.11011206440589393	0.08536720844262688
AC016727.1	0.07022528304317602	0.0874941080636491	0.07824025103475063	0.09403968675577126	0.0845167230536223	0.10545174760229765	0.03943673355362823	0.10820104774559633	0.12738464181093032	0.09824231901220827	0.10676745317262254
XPO1	0.06413846719996556	0.0676438207619973	0.07255446768514891	0.08681621933061799	0.066587171674278	0.12787262836200286	0.10528827318944844	0.13323320702586391	0.0778961490740123	0.116507388978318	0.08146220649564108
AC016727.3	0.04719425303475492	0.08212678594348803	0.07270743312371984	0.09836301532057706	0.07528138162460295	0.1627639176820471	0.03742970686948823	0.15905270761803314	0.057461447366562134	0.14151366436253468	0.06610567482170132
FAM161A	0.039834586655489654	0.04801600573605654	0.0977554078032762	0.05566238138964598	0.05293101654898705	0.201887056420248	0.101534445047115	0.10652694007418913	0.07961554099886241	0.14000189015193354	0.07623472614335847
CCT4	0.08576342888091722	0.09653297660780168	0.09171677558968347	0.07949419716002123	0.07776633095842683	0.12457933226232026	0.08552517455064877	0.1173350523044144	0.07433853453303219	0.09292125817523501	0.0740269377491384
AC107081.2	0.09945813545197706	0.08798144082316012	0.08786845895598232	0.07209343324959797	0.06226674173193638	0.16849873544993435	0.06880989340903594	0.10231732120431562	0.07522667999341404	0.13095899625317245	0.04452015595818039
COMMD1	0.09102312411842838	0.09473580915545858	0.09080677880268984	0.09147374391328136	0.09826186653998842	0.09435423694929634	0.0750373048453836	0.0795437515023504	0.10211895990528307	0.11190548316023213	0.07073894060052374
AC018462.1	0.09189937633643595	0.08235864631222095	0.09536726556280875	0.08928521126211376	0.09886771414225609	0.10104341788815281	0.07395693123417289	0.097374404584155	0.0970993439839309	0.09848099235284107	0.07426669360387403
TMEM17	0.03211926748778499	0.08088386209288544	0.09265371798912432	0.08340347697351266	0.03254377147729194	0.2075863169130017	0.09971735481714632	0.03874097398051693	0	0.2848305318987945	0.04752068065954392
AC092155.1	0.007624132077621143	0.020090343648476856	0.02189662691881846	0.05391086408248109	0	0.4276992744731139	0.19800536706465924	0.025971928325442782	0.03183616050812183	0.21296524444817508	0
EHBP1	0.08804761943610269	0.08212847045455336	0.09989085517667573	0.0906098766621096	0.09173494491450963	0.10591399853486635	0.09740454634700824	0.07598405405608345	0.08782451312662586	0.08269975520324074	0.09776136587177625
AC092567.1	0.10127876831437338	0.07027849112915832	0.09930961168218445	0.0911928723253284	0.10823688984762614	0.08568191884573344	0.08701646469394907	0.07970986119604564	0.0861727910824502	0.0633427318286059	0.12777959655103047
AC007098.1	0.09910139895361199	0.08889297737998737	0.09357935131383883	0.09341579236539088	0.09350597587693353	0.11107196768748097	0.07168392487257004	0.07419648049311435	0.10893350697295254	0.08999973734382061	0.07561888531730315
OTX1	0.015391368067177058	0.011322835221452873	0.03343072447453016	0.1715529103963706	0.011590385257800925	0.13774292607359648	0	0.20760451151639242	0.01628158093882	0.39508272060940347	0
AC009501.3	0.06058232049960286	0.04401003373652598	0.04898228606658506	0.06180588425786144	0.08548873279262259	0.09040543024310188	0.1221179686342081	0.12530181736212737	0.10274710830358674	0.11323353904928371	0.1453248757053505
WDPCP	0.06904312958902271	0.045282074302496825	0.05044041747438491	0.04771891932335495	0.07468036327284822	0.10006083807516089	0.1791457933885133	0.1259856557308581	0.09456958766486384	0.10624403686252558	0.10682918392359404
MDH1	0.0871097443869947	0.09196402584455098	0.09157847924726215	0.10445693317285784	0.08639588576113685	0.07678417977341863	0.1059624101550956	0.11298900980793362	0.07616577443746507	0.06820553475741684	0.09838802051742826
UGP2	0.07912428040629832	0.10119087002341895	0.06480617094681462	0.06987851036937409	0.061467125376587474	0.09805268602972551	0.12876431585204465	0.11339933883966263	0.07588799083208701	0.10238503846215118	0.10504367141933446
VPS54	0.07614047430737292	0.08817848738053967	0.07554550944318658	0.07742273076656941	0.07726788752746108	0.1097582098173955	0.10353118525028746	0.09323441761487831	0.08298060965804395	0.13619887784617551	0.07974160973797127
PELI1	0.08956223522024545	0.0933224834262513	0.1034444576053742	0.11772869968926666	0.07817704348932542	0.10406256167454021	0.07652539337064933	0.09844731430497966	0.09970738050247847	0.07813530759619615	0.060887122234529155
AC012368.1	0.11374534904555965	0.13295211580251806	0.0849553448662953	0.12183426957125876	0.114349048082029	0.07933138562587806	0.03490669721868482	0.1282928384178914	0.13500964009803357	0.02491174101327521	0.029711567323204905
LGALSL-DT	0.05352481431017895	0.04773421719277184	0.03265292203522494	0.05141847770630524	0.07450034020013409	0.019751264429270592	0.1459370851335617	0.016895781688534547	0.20078132369076704	0.04938832819498271	0.30741543502204144
LGALSL	0.030693352657471428	0.1157525878446987	0.05580696097979488	0.03544321690901013	0.09619175956055918	0.02898377795219269	0.20359522511429437	0.04803898741189904	0.19596028546151895	0.11770327877996538	0.07183053728728825
AFTPH	0.10958799528488591	0.09674952492247793	0.11110324684311527	0.10295669198355065	0.10311524081905654	0.06519154747180185	0.05754051693565289	0.09420280847473565	0.09348001874092166	0.05628903407618577	0.10978337321890717
SERTAD2	0.12008985599534079	0.07114604919928968	0.10399670102632105	0.13978435868026437	0.12995257944244681	0.03095347505558232	0.056737335671890626	0.05041489375356312	0.20870717482083556	0.02735992994060727	0.06085764378608089
LINC02245	0.07748817940244129	0.08162463871011717	0.09361398849851307	0.08789721566526626	0.06854341135125494	0.12798428317090613	0.09426956913806173	0.11258557885273877	0.09928497833471461	0.081671634307566	0.07503652051437032
SLC1A4	0.0684064780051295	0.054697692079752	0.06636544264154465	0.0975937222420969	0.09300645501271862	0.13056423219214475	0.12049475117472254	0.1011586097122478	0.11391451209922046	0.1022491325151028	0.051548968636148315
LINC02576	0.05612359648928788	0.07070325188315216	0.124947486001623	0.11705476399693787	0.07640369977736773	0.24422765048065484	0.062800410855056707	0.11135749299965052	0.05503533714452248	0.03759823355682722	0.04374806186135992
CEP68	0.12465748481136847	0.0829106514467942	0.10963483688573598	0.12530718435543453	0.10747253976744607	0.06468169924529478	0.05316556424094307	0.06846163115250554	0.11278235599574883	0.05385030202540775	0.09707574835884583
RAB1A	0.10463515714675035	0.10034436755810691	0.08969262096571229	0.10124469363631551	0.10251002318517669	0.06542417460350637	0.08120142661896326	0.09371362831243224	0.08995901799509767	0.08590273231760633	0.08537215721817816
ACTR2	0.10082575010678647	0.10116139422979305	0.10241847601389038	0.08848948841035197	0.09564050215570676	0.06310753224129789	0.1012026416807389	0.07290013055965386	0.0819367231367364	0.09289939201806721	0.09941796834158727
SPRED2	0.08745487230877508	0.0642553165720125	0.08866682374595909	0.06564991368111689	0.08099140106738176	0.09251706039365021	0.1635824779709097	0.07345406800297272	0.07403005118130754	0.10914492694796311	0.10025308680910325
AC007389.1	0.045695504871214196	0.07000983113134848	0.09688674638010893	0.09892569046147537	0.045069325333729586	0.10904019051343083	0.22046426799425425	0.10486570025370763	0.03648034207883991	0.10279849059511417	0.06976390375254606
AC012370.2	0.02630667828737211	0	0	0.08369446624462404	0.02702768326065433	0.28676073605885355	0	0.10334684411044666	0	0.47286345909596567	0
MEIS1	0.04282597387692577	0.06440271972984891	0.046096575960009836	0.06495946527702186	0.0378201348445238	0.07615142605474344	0.22358721349153896	0.06668534860918492	0.13249694731892037	0.11267723088331938	0.13229696364711813
MEIS1-AS2	0.03586973302527392	0.07208295546595397	0.06687078309309732	0.06812856025703083	0.035517708489932596	0.0775628594285705	0.1416788329203747	0.06391939807417565	0.1426859834679808	0.15936363721422214	0.13631954052470002
LINC01798	0.029979579957469155	0.04507625169312526	0.052922695675366435	0.02899154108160951	0.008057357114990171	0.024530648521413203	0.4903886393451415	0.03545144820338155	0.08465005009560082	0.05304635881678743	0.14690540959359918
LINC01799	0	0	0.06149088920763179	0	0	0	0.7319640351737671	0	0	0.04294582204221663	0.16359909263994712
LINC01828	0.019429960834522357	0.0724215295145327	0.02524219622924673	0.017984769982449692	0.043311913015841905	0.010432489143949692	0.5033105778203082	0.00886399019553947	0.04910832383458063	0.02380118649695142	0.2260930328852505
LINC01829	0.04971179224827868	0.0666426854110679	0.09446397576204023	0.0655792374826397	0.07611228801807926	0.06507044651924636	0.16886896150944736	0.04870531979911801	0.1872370757536656	0.06950139584321824	0.108106806472169
ETAA1	0.050537562239290776	0.08438823139388009	0.06518438995398841	0.07190169191683032	0.0639680910149766	0.11648789850807859	0.0985531961066721	0.12803173444510915	0.06286797531974991	0.18354617661068934	0.07453304417027516
C1D	0.08316253954592397	0.08447173295118819	0.10914899900080496	0.11181534270454965	0.09651574091115869	0.06688899575716974	0.12469201039024994	0.0720819252256794	0.09786285475131341	0.06318588828875786	0.09017396737970017
WDR92	0.07897956197694714	0.08059589494096385	0.13594270678483342	0.10492558552547027	0.09037330025563915	0.07796732451054654	0.10085151127089931	0.06964958563577615	0.10413720040869708	0.07993936813964728	0.07663795660933756
PNO1	0.07421670842319501	0.07631264257869058	0.08796383956808994	0.056125488413692234	0.09442992086058555	0.10681620199697019	0.06623441536135168	0.1059931870412787	0.11883179651000639	0.09341716705875584	0.11965862111425977
PPP3R1	0.08100553259468692	0.07584450454229334	0.09364130636473829	0.08811908888082605	0.07931548861191343	0.10258668946972645	0.06988628998606142	0.12675651073639965	0.08704494910728539	0.10189747327321985	0.0939021656553507
AC017083.1	0.05664528873743758	0.06464703200504648	0.12517376373983205	0.05610005742885871	0.13105781097537048	0.1085320267137298	0.11907105298727895	0.04758463654879455	0.050276785039087016	0.1079694858600954	0.13294203019655298
CNRIP1	0.0464429637807699	0.055220287459122164	0.12185387915780108	0.08728155594013184	0.08375179160358764	0.17371411527068123	0.1445125364978285	0.11543991696962037	0.04500067241413592	0.10189552811601979	0.0248867491792903
FBXO48	0.10277445359148037	0.09539420413066096	0.05451095543968645	0.06116536257420846	0.11878679547828844	0.08326456484764728	0.0650291054241367	0.13432391408441643	0.07741148349383427	0.070693130457520445	0.13664599375310077
APLF	0.023254796558976415	0.03747783371385219	0.00649084011568289	0.035229182146062556	0.013718732962316297	0.19845607545494265	0.1406018346834304	0.23033844490671715	0.027775630570138394	0.237568635223285	0.04908798203583229
ARHGAP25	0.08587663568260849	0.10466661781736239	0.05819530551833256	0.14201702297456362	0.08790703096988502	0.02625381162977645	0.13474347963538752	0.04725328872219403	0.1757810618522225	0.021939583178220295	0.11536613675265717
ANTXR1	0.12433316024583918	0.10843504096425245	0.040913098273331	0.06729845224978892	0.11102689613878396	0.089402512892072	0.12099532477898024	0.06849392022638219	0.09818212302517718	0.06983748781441809	0.10108198292901882
GFPT1	0.08547331507098382	0.09673272655406866	0.10054068306559388	0.11102344202654524	0.08448047418414824	0.10748194466552961	0.058670648689630844	0.1069066696355228	0.08113909595838091	0.07875614014942132	0.08879485908428256
NFU1	0.09542035619508417	0.09062513015521008	0.09090214795626443	0.09860560529047996	0.0750019942565369	0.10239179272750841	0.08761282039093977	0.08556004621178766	0.0926165874224704	0.128819378383572	0.05244413637940613
AAK1	0.10620799565677103	0.10018515271258817	0.0931666058648562	0.08128308358714163	0.10892839123589856	0.06408125376921821	0.07556325880607867	0.07231213542068486	0.11576825105901034	0.06793785299694236	0.11456601843167961
ANXA4	0.06943226882307742	0.04808995603297509	0.061979967042417795	0.06014580248876505	0.06098407681067604	0.13103808442855283	0.18354472078494907	0.07221556878892775	0.08632336293157704	0.20092381533660972	0.02532237156566452
GMCL1	0.1017043547408032	0.09548730522206791	0.10183789126639227	0.09982236612415829	0.09711088447259195	0.09990593666995459	0.04996629951269447	0.11457309532358172	0.09096936493497725	0.061660775436352136	0.0869617251606406
SNRNP27	0.09858517673478052	0.09723826626117209	0.10248248808929122	0.126893035636134	0.11310539980508377	0.06601979217089064	0.06415953932019657	0.08797380749059742	0.08790565569641853	0.04084522229294491	0.11479161329049696
MXD1	0.10139147219153494	0.09526951670711518	0.08268657176481843	0.08561930605052331	0.10732355919737693	0.07539135165545885	0.06467227101291166	0.07559704197423972	0.10541856178430617	0.10534012305294906	0.10129022210450259
PCBP1-AS1	0.06929132692804188	0.08419403481350855	0.10783600242150128	0.0965965509733156	0.08753296259331599	0.09141642364232037	0.08606936312484513	0.07447198889988631	0.10963296571309006	0.08207135887926488	0.11088702143236122
PCBP1	0.10062969518729491	0.10072501215269912	0.11391459834663283	0.0940476854951437	0.09118508168150036	0.07631819317350273	0.08981952793223526	0.10476490275630922	0.0836308854899197	0.06812892504479458	0.0768354899978754
LINC01816	0.1624031270000447	0.096640902467436507	0.07102667868100229	0.1325372184326219	0.15562554801580591	0.01650838624829637	0.04230940095467364	0.11838168206858544	0.09481428694891678	0.048042150894424686	0.06171057130944083
C2orf42	0.09624651863098078	0.07428533074405141	0.07425242145578036	0.10064955728215866	0.09408429506064708	0.09140406334789404	0.07029212114917312	0.09907157082190213	0.10028332904351506	0.11184412306075137	0.08758666483825146
TIA1	0.10568919108913566	0.12328103390359774	0.0931544340669841	0.10151588648595311	0.09095143644295034	0.07279657215601434	0.039018864790404874	0.088078156965056	0.10792191830705057	0.06530122483352759	0.11229128036596918
PCYOX1	0.0886558545779094	0.08942416201156979	0.10611241570970688	0.08407456988704598	0.08875821632890284	0.09687505791311624	0.11321025026050564	0.10981683994951136	0.060413583433755254	0.07950602203920223	0.08315302228591717
SNRPG	0.09288532987616283	0.08705446182524532	0.10122614084315118	0.11188701788983993	0.06533038929269565	0.08287933017519733	0.08476400785854439	0.12639426166166978	0.11013616361462128	0.07042155724325361	0.06702133793734628
FAM136A	0.08375818805698876	0.07663991043313227	0.08485374660166273	0.08359451259793442	0.07640814298928952	0.08867719225658585	0.12270187295646856	0.13099511863492833	0.09221406493052116	0.060539217687188694	0.09961802671740566
TGFA	0.014298415206116667	0.034772678299667764	0.013151765181661865	0.02618886874806931	0.01481707641703526	0	0.08746763356157863	0.04489575809695494	0.6690088514826967	0.023286507867948412	0.072112424493498
ADD2	0.11895670303237883	0.10929690378658445	0.1350819465284197	0.11460010883530575	0.1173868984479291	0.04020296467196581	0.047556671707996816	0.07812201338116163	0.10356946049406092	0.03177987399206355	0.10344645438015927
AC005234.1	0.12384593271067729	0.1718041643875309	0.12132469626361571	0.1110797026236138	0.0789215390699732	0.004933524509479162	0.008845540278543635	0.08771227044247082	0.16303948236084	0.06451411272205287	0.06397898726194533
VAX2	0.05760553129895344	0.06980910403217641	0.14564435365278086	0.04952150670388961	0.06942525215779442	0.1403162712134837	0.06308892022545771	0.1661116802298335	0	0.1723254122133356	0.06615190970984591
ANKRD53	0.09469779599127268	0.05164967568756055	0.1466255978252489	0.11275301373910508	0.09065142141303575	0.0844553621381226	0.030979729782772084	0.03913177278142146	0.0931500711763515	0.13953502180235597	0.11637051736938203
TEX261	0.09895150392143354	0.09044707395670587	0.11400184327972249	0.11789141552284609	0.1016616391928812	0.08550296028208437	0.039860400504124045	0.09406452834284193	0.08838217628578816	0.0575029626642229	0.11173348396281929
NAGK	0.14956672201626117	0.09736134862829585	0.09545948600558794	0.10326593042391326	0.1231841019286692	0.05450883083669859	0.0501759517144156	0.06464702714989909	0.10310336117030353	0.07446283555750917	0.08426440219217174
MCEE	0.07530803599497468	0.06187253077417407	0.08822131208353798	0.08779417948356104	0.0739497098879705	0.1607992061561845	0.0940293342886231	0.11743472414251749	0.055715394760001674	0.09354072541791277	0.09133484165655627
MPHOSPH10	0.10162862908573762	0.10410677151825568	0.14513108972082783	0.09032506912043024	0.10505209449597953	0.06972409194991745	0.06397362873615077	0.07743703667783651	0.10222219990939815	0.04390334917033556	0.09649603666503893
PAIP2B	0.10468966000519049	0.07690994695390449	0.11056598211137354	0.09402023851503367	0.11124418067030734	0.07140129267671193	0.059642125500551875	0.09849491963443827	0.11193106588924306	0.061709879697066296	0.09939070164690877
ZNF638	0.08516761907605334	0.08861155917586336	0.08916866803624235	0.09093119322048684	0.08417376486546196	0.11097280888663909	0.08539354948596771	0.1045088309395514	0.08185820353440773	0.09806382964148168	0.08114997296387587
AC007878.1	0.08915474290542105	0.11202373302724879	0.09425302146157423	0.09852849598424815	0.12248871563305237	0.10251896293133782	0.06409718363095282	0.08440150894734229	0.12004380829839402	0.08799424843168428	0.024495565245498667
CYP26B1	0.005383261707276993	0.009072137409007376	0.003924982791737787	0	0.002196537535879333	9.261813566297018e-4	0.9640525383982029	0	0.0032474100982547147	0.0024446463933408256	0.008752300091518384
EXOC6B	0.10538848703197688	0.10630955959554755	0.10415073712307538	0.10372727518645826	0.10978557547168837	0.061441235492294494	0.06766294783398141	0.07056070212407406	0.1096752598692898	0.05759447747946584	0.10370374265732117
SFXN5	0.0273485921787984	0.0297301842522611	0.013497286307109778	0.022331425039786128	0.01982781758765897	0.13125711683873428	0.2010593590174128	0.0699963976243981	0.02341707580052274	0.43510161972782346	0.026433124289923858
RAB11FIP5	0.08040470739718215	0.08504724400367386	0.059096508311848484	0.09445178801933946	0.08217002015621686	0.0824550594132466	0.04185550822972974	0.12263364456966251	0.1283572996810502	0.15543198343009312	0.06809622140350242
SMYD5	0.09354205602568834	0.05615243137086311	0.030808747704643775	0.04916618808820821	0.0969322711742043	0.0844339767459355	0.10302200553302318	0.08102605545380416	0.07709348873420956	0.12617540702521549	0.201647354249427
PRADC1	0.05696406288471564	0.05966262644352225	0.037918267767620556	0.06250969100999966	0.06891714835428353	0.07949225376714276	0.28289545980642566	0.09851821538281665	0.0988526866685957	0.09243943247761192	0.06183013487200352
CCT7	0.09449640992215823	0.10488428822019308	0.10094254863184929	0.09207152035599886	0.07282500876837805	0.08358100592605922	0.07144289214921005	0.12917441800237184	0.0846579651024019	0.055367736477973446	0.11055620438618896
FBXO41	0.08368598305507875	0.09350761718976064	0.096972999162329293	0.08557641662921095	0.10269243131268115	0.06467453238475042	0.09313476757004209	0.0655039923296235	0.12469386814222837	0.03540132957620557	0.1541560554169831
EGR4	0	0	0	0	0	0	0	0	0	0	0.9999993853388635
ALMS1	0.07903209172986181	0.07389447962439621	0.08246030805832873	0.08296740872551768	0.06761905766341698	0.12976899750661325	0.1294136743603168	0.12482314002147149	0.06582799359480705	0.09707736260250097	0.0671154854615948
ALMS1-IT1	0.07355317356093571	0.0785571321063023	0.095979426694509	0.0627555439527438	0.035707236939444026	0.12773736204299896	0.14197036129625173	0.13193770532577556	0.0656163922250823	0.1861856287484893	0
TPRKB	0.09437105256987956	0.1011972801081648	0.10655928949392043	0.11401333937392139	0.10597477430439585	0.0721273836463568	0.08309888500489926	0.09796192117747177	0.11066330830378213	0.053549636207424645	0.06048312675069689
DUSP11	0.08188798663814881	0.09709433461931806	0.10169717733669305	0.11110260113120736	0.07642970547463644	0.09176064286301827	0.07328928674707096	0.06686547741543039	0.09328520652381432	0.08434866809121001	0.12223890935454831
STAMBP	0.08477503023117011	0.10109247687170232	0.09007010105354407	0.08273374832081347	0.07051571713568835	0.10460578636106634	0.1094885695228789	0.09705313360938282	0.08246895203948729	0.11461995298195969	0.06257652882497282
AC073046.3	0.08953991495761061	0.09951841344520279	0.06868040513973925	0.07157434487551992	0.09187835677324177	0.10699949701261222	0.056838323799429026	0.06998946792616152	0.09736893071323173	0.14569628935678225	0.10191604327977535
DGUOK	0.10081359375232724	0.0936864281001731	0.08650347202156539	0.09137996428054343	0.09186569309127872	0.06120531462405628	0.08455303634966543	0.0768248513862917	0.11241619808314204	0.057747832963921615	0.14300361334430772
DGUOK-AS1	0.0720729388437615	0.10524248467371604	0.06431836455672453	0.09672176006821019	0.11509605640965086	0.11604014293498492	0.06313152949270054	0.052565024752629426	0.11401893878037969	0.12271608935541412	0.07807665373008646
TET3	0.116400774976372	0.09857174402483916	0.10311983409314103	0.129148029766747	0.11626198886252284	0.060640333060270994	0.03331443552679224	0.10006677112958556	0.11858883429696457	0.04075888494344736	0.08312836883326216
AC073263.1	0.0809614430865396	0.029860079800565736	0.13067013081871856	0.12701714608575157	0.13027107344548627	0.08965139441924586	0.07830064330270457	0.10239344467534796	0.0700143189578782	0.07855797092723145	0.08230233736030605
BOLA3	0.05421964499170677	0.10646173719386598	0.11808575328286106	0.07226652497382345	0.1421654362018873	0.1060607332365801	0.16180927328118755	0.06997731025351317	0.053492614619114504	0.060633377994033406	0.05482758060331883
BOLA3-AS1	0.11870755385726582	0.08337470199745535	0.13359415798239696	0.108842721052666	0.10043015404428636	0.08813805781496008	0.1361727263642437	0.05360324425664077	0.056246315863117125	0.07323792104891509	0.04765243413956177
MOB1A	0.091050644345721	0.10001820690374467	0.1148806070854907	0.11348795366348546	0.08364892798870162	0.08679950764641312	0.06572676399856325	0.10511779431126746	0.08442022036659605	0.09045096438896254	0.0643984062465063
