# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   3624          7   41727101   41752706     26       9  161405       2.1223    0.0012604   -4.4409e-16       2.1223
_SET3_   816           7   44255249   44375230    311      29  161405      -1.0337      0.46751   -4.4409e-16      -1.0337
_SET3_   107           7   45604125   45764215    448      49  161405      0.97236     0.015341   -3.3307e-16      0.97236
_SET3_   9863          7   77644874   79093121   5187     252  161405       1.8466   2.0899e-06   -4.4409e-16       1.8466
_SET3_   10512         7   80370354   80561695    422      53  161405     -0.31526      0.20712   -3.8858e-16     -0.31526
_SET3_   8321          7   90883783   90899632     23       6  161405      -1.0164        0.559   -4.4409e-16      -1.0164
_SET3_   222950        7  100071550  100093925     40       7  161405       1.0289      0.03147   -4.4409e-16       1.0289
_SET3_   91584         7  131806591  132343447   1511     121  161405     -0.11084     0.030068    -3.747e-16     -0.11084
_SET3_   3792          7  142636701  142669503     90      12  161405      0.22112       0.1672   -3.8858e-16      0.22112
_SET3_   4741          8   24760712   24778107     24       9  161405      -1.1458      0.61008   -4.4409e-16      -1.1458
_SET3_   4747          8   24806968   24824383     66       7  161405      -1.4125      0.71275   -4.4409e-16      -1.4125
_SET3_   1808          8   26361709   26517193    605      29  161405       0.2992     0.047322   -3.8858e-16       0.2992
_SET3_   81551         8   27092314   27126382    103      14  161405      0.53645      0.07402   -3.3307e-16      0.53645
_SET3_   2185          8   27158999   27318408    422      24  161405       3.4238   1.6099e-06   -4.4409e-16       3.4238
_SET3_   27319         8   65482795   65497691     21       7  161405       2.9166   9.2381e-05   -4.4409e-16       2.9166
_SET3_   4609          8  128738315  128755180     40      15  161405      0.60668     0.080656   -3.3307e-16      0.60668
_SET3_   10397         8  134247914  134319835    249      41  161405      -1.9053      0.80545   -4.4409e-16      -1.9053
_SET3_   340371        8  144914255  144934200     32       9  161405       4.3898   6.6825e-08             0       4.3898
_SET3_   83482         8  145552728  145569943     19       7  161405     -0.35669      0.30129   -3.8858e-16     -0.35669
_SET3_   7436          9    2611679    2655985    140      30  161405      0.53545       0.0623   -3.3307e-16      0.53545
_SET3_   5789          9    8312746   10622723   9837     446  161405       1.1413   3.9407e-05   -4.4409e-16       1.1413
_SET3_   6096          9   77102252   77305034    437      34  161405       0.5169     0.040059   -3.3307e-16       0.5169
_SET3_   23287         9   88159954   88366944    590      16  161405       1.0884     0.009742   -4.4409e-16       1.0884
_SET3_   7046          9  101857412  101917974    105      11  161405      -1.2192      0.63764   -4.4409e-16      -1.2192
_SET3_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET3_   9355          9  126763889  126797072     87      10  161405     0.071451      0.16248    -3.747e-16     0.071451
_SET3_   6812          9  130364486  130456495     95      15  161405      0.85002     0.041292   -3.3307e-16      0.85002
_SET3_   84628         9  135027334  135119724    217      32  161405     -0.34556      0.23681   -3.8858e-16     -0.34556
_SET3_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET3_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET3_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET3_   10718        10   83625070   84748435   3065     163  161405     -0.48055     0.013155   -3.8858e-16     -0.48055
_SET3_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET3_   79955        10  102765940  102800914     86      28  161405       1.3506     0.010222   -4.4409e-16       1.3506
_SET3_   9148         10  105243735  105353809    283      30  161405       1.7128     0.002472   -4.4409e-16       1.7128
_SET3_   57698        10  118641388  118896097    276      17  161405       1.3254    0.0096375   -4.4409e-16       1.3254
_SET3_   10570        10  133988564  134020780     95      12  161405       1.0506     0.024275   -4.4409e-16       1.0506
_SET3_   85442        10  134963971  135041416    308      26  161405     -0.63557      0.31206   -3.3307e-16     -0.63557
_SET3_   51286        11     785610     800126     26       7  161405     -0.49158      0.35641   -3.8858e-16     -0.49158
_SET3_   9024         11    1401129    1485419    359      33  161405       2.5498   0.00010512   -4.4409e-16       2.5498
_SET3_   430          11    2288228    2302182     60       8  161405      0.17167       0.1541   -3.8858e-16      0.17167
_SET3_   57689        11   40134024   41491186   3504     172  161405     -0.37463    0.0095483   -3.8858e-16     -0.37463
_SET3_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET3_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET3_   6712         11   66448467   66506716     46      16  161405       2.2626   0.00074519   -4.4409e-16       2.2626
_SET3_   78999        11   66614558   66629446     15       6  161405       3.0063    6.375e-05   -4.4409e-16       3.0063
_SET3_   4135         11   75296459   75389479    171      18  161405       1.3842    0.0091301   -4.4409e-16       1.3842
_SET3_   4684         11  112821969  113150658    927      58  161405       2.6431   8.5145e-06   -4.4409e-16       2.6431
_SET3_   84623        11  126291888  126880766   1964     148  161405        1.691   1.6761e-05   -4.4409e-16        1.691
_SET3_   4978         11  132283375  133412403   3605     271  161405       3.7399   3.1711e-11   -4.4409e-16       3.7399
_SET3_   81029        12    1673823    1757879    282      55  161405      -1.1298       0.5416   -4.4409e-16      -1.1298
_SET3_   4908         12    5531280    5605965    203      33  161405      0.36874     0.079773   -3.8858e-16      0.36874
_SET3_   5800         12   15465191   15752765    594      49  161405       1.4965    0.0021909   -4.4409e-16       1.4965
_SET3_   23017        12   50259179   50307760    157      32  161405     -0.77046      0.41241   -3.3307e-16     -0.77046
_SET3_   4665         12   57472677   57490759     35       9  161405       3.2772   1.6498e-05   -4.4409e-16       3.2772
_SET3_   23426        12   66739678   67473014   2120     139  161405      -2.0306      0.27771   -4.4409e-16      -2.0306
_SET3_   1840         12  113484514  113537333    197      35  161405    -0.070365      0.17313    -3.747e-16    -0.070365
_SET3_   92558        12  120417648  120533799    209      17  161405     -0.14995      0.21743   -3.8858e-16     -0.14995
_SET3_   51761        13   25936209   26601489   2037     117  161405      -1.3768      0.11321   -4.4409e-16      -1.3768
_SET3_   9201         13   36341289   36715514   1136      99  161405     -0.01579     0.044251    -3.747e-16     -0.01579
_SET3_   7223         13   38209273   38453939    763      53  161405        4.367   1.9207e-09             0        4.367
_SET3_   26050        13   88313931   88333371     32       8  161405      0.59965     0.081718   -3.3307e-16      0.59965
_SET3_   51062        14   50989800   51101286    181      17  161405    -0.019005      0.16614    -3.747e-16    -0.019005
_SET3_   6547         14   70509434   70665787    606      36  161405       1.3052     0.003714   -4.4409e-16       1.3052
_SET3_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET3_   2009         14  100194056  100409897    623      44  161405      0.91216     0.010437   -3.3307e-16      0.91216
_SET3_   3714         14  105605818  105645161     90      10  161405        1.301     0.013717   -4.4409e-16        1.301
_SET3_   79094        15   41235636   41250217     19       5  161405      0.66781     0.065032   -3.3307e-16      0.66781
_SET3_   161497       15   43890185   44012286    104      10  161405       4.4616    5.459e-08             0       4.4616
_SET3_   80031        15   47466403   48067920   1703      60  161405       1.6726   1.6966e-05   -4.4409e-16       1.6726
_SET3_   4756         15   73334056   73599047    567      23  161405      0.87533     0.013022   -3.3307e-16      0.87533
_SET3_   27020        15   73850844   73935753    142      16  161405       0.2442      0.12294   -3.8858e-16       0.2442
_SET3_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET3_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET3_   84894        15   77903869   77998490    252      23  161405       3.0467   2.3166e-05   -4.4409e-16       3.0467
_SET3_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET3_   1009         16   64915294   65170015    850      38  161405      0.71709    0.0097631   -3.3307e-16      0.71709
_SET3_   146760       17    1836471    1938178    338      43  161405       1.7564    0.0018996   -4.4409e-16       1.7564
_SET3_   23108        17    2649050    2942535   1071     151  161405       1.3801    0.0019121   -4.4409e-16       1.3801
_SET3_   8851         17   30804105   30819771     12       4  161405        2.918   8.3977e-05   -4.4409e-16        2.918
_SET3_   80725        17   36684759   36772183    162      23  161405     -0.82396      0.44996   -3.3307e-16     -0.82396
_SET3_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET3_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET3_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET3_   54549        17   71329023   71650227    981     122  161405      0.42842     0.029299   -3.8858e-16      0.42842
_SET3_   10458        17   78998944   79092732    402      52  161405      0.56154     0.043449   -3.3307e-16      0.56154
_SET3_   5881         17   79979532   79993580     33       6  161405      0.27085      0.14085   -3.8858e-16      0.27085
_SET3_   116          18     894366     913673     86      20  161405      -1.7026      0.76754   -4.4409e-16      -1.7026
_SET3_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET3_   596          18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET3_   566          19     817831     833517     57      11  161405     -0.54115      0.35482   -3.3307e-16     -0.54115
_SET3_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET3_   57662        19    7650774    7684696     70      11  161405      -1.9296      0.84586   -4.4409e-16      -1.9296
_SET3_   163175       19   35613917   35636178     55       5  161405      -1.8325      0.84378   -4.4409e-16      -1.8325
_SET3_   79414        19   36418022   36437597     41       5  161405      -1.1658      0.75437   -4.4409e-16      -1.1658
_SET3_   57622        19   39795957   39816740     33       7  161405     -0.12949      0.29856   -3.8858e-16     -0.12949
_SET3_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET3_   9253         19   41170310   41206556     87      17  161405     -0.84302      0.46179   -3.3307e-16     -0.84302
_SET3_   388552       19   45672003   45686558     30       6  161405     -0.73062      0.48049   -3.3307e-16     -0.73062
_SET3_   50944        19   51161552   51230195    153      40  161405       1.1404     0.016283   -4.4409e-16       1.1404
_SET3_   9751         20    1236948    1291471    142      27  161405      0.37486     0.088199   -3.8858e-16      0.37486
_SET3_   10893        20   33804539   33866304    103      14  161405       1.7859    0.0039214   -4.4409e-16       1.7859
_SET3_   4685         21   22360633   22915392   1737      97  161405      -1.2404      0.12892   -4.4409e-16      -1.2404
_SET3_   65078        22   20227438   20265816     65      17  161405      -1.2421      0.61444   -4.4409e-16      -1.2421
_SET3_   706          22   43537520   43560748     51       9  161405      -0.4257      0.31738   -3.8858e-16      -0.4257
_SET3_   83933        22   50682112   50699834     52      10  161405       0.8466     0.041261   -3.3307e-16       0.8466
_SET3_   23542        22   51029131   51051479     94      16  161405       2.2922   0.00066075   -4.4409e-16       2.2922

# _SET4_  VARIABLE = FC_ExN_2_GO:0030182~neuron (set)
# _SET4_  NGENES = 164
# _SET4_  P-VALUE = 5.422e-08
_SET4_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET4_   1855          1    1269158    1294509     70      11  161405      0.51033      0.11893   -3.3307e-16      0.51033
_SET4_   5590          1    1971909    2118334    406      31  161405       1.7835    0.0014011   -4.4409e-16       1.7835
_SET4_   26038         1    6160347    6250194    289      29  161405      -0.9932      0.46516   -3.3307e-16      -0.9932
_SET4_   374946        1   11741781   11781836    117      24  161405     0.079578      0.14489    -3.747e-16     0.079578
_SET4_   5909          1   21921208   22006010    305      44  161405     -0.18386      0.18644   -3.8858e-16     -0.18386
_SET4_   23154         1   36013311   36033880     22       5  161405       2.3549    0.0017194   -4.4409e-16       2.3549
_SET4_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET4_   5792          1   43981708   44090843    256      15  161405       5.2723   1.2509e-10             0       5.2723
_SET4_   9048          1   44388992   44404412     37       6  161405       3.1125   4.7033e-05   -4.4409e-16       3.1125
_SET4_   255738        1   55495149   55532026    157      32  161405      0.83448     0.033764   -3.3307e-16      0.83448
_SET4_   1600          1   57458953   58726211   3504     201  161405     -0.63967     0.017081   -3.3307e-16     -0.63967
_SET4_   8543          1   87784151   87816106     71      18  161405      -0.9519      0.55322   -3.3307e-16      -0.9519
_SET4_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET4_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET4_   118427        1  102266626  102472790    693      67  161405       2.5216   4.1358e-05   -4.4409e-16       2.5216
_SET4_   57463         1  110047946  110062336     44       8  161405      -1.2123      0.63109   -4.4409e-16      -1.2123
_SET4_   10500         1  151102661  151129146     58      11  161405       2.1204    0.0014467   -4.4409e-16       2.1204
_SET4_   1141          1  154530257  154553854     42      13  161405       2.5194   0.00040176   -4.4409e-16       2.5194
_SET4_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET4_   26052         1  171800618  172389106   1326      64  161405      0.62649    0.0035871   -3.3307e-16      0.62649
_SET4_   7042          1  218508676  218619461    219      38  161405      0.73935     0.040047   -3.3307e-16      0.73935
_SET4_   7483          1  228107665  228145676     88       9  161405     -0.47912      0.33727   -3.8858e-16     -0.47912
_SET4_   126731        1  229455252  229488688     75      12  161405      0.29029      0.11151   -3.8858e-16      0.29029
_SET4_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET4_   285016        2     278061     299002     38       7  161405      0.67406     0.061037   -3.3307e-16      0.67406
_SET4_   3398          2    8812113    8826083     33       9  161405      0.41563      0.11809   -3.8858e-16      0.41563
_SET4_   57498         2    8863795    8987755    220      27  161405      0.32504     0.087632   -3.8858e-16      0.32504
_SET4_   4613          2   16070683   16088629     42       8  161405     -0.15118      0.23168   -3.8858e-16     -0.15118
_SET4_   2281          2   24262584   24288051     50       9  161405      0.25779      0.13295   -3.8858e-16      0.25779
_SET4_   8648          2   24704919   24995071    619      28  161405     -0.30104       0.1442   -3.8858e-16     -0.30104
_SET4_   7349          2   27528765   27541130     13       6  161405       1.6379    0.0080412   -4.4409e-16       1.6379
_SET4_   6711          2   54673454   54900083    633      26  161405       1.8791   0.00050177   -4.4409e-16       1.8791
_SET4_   2016          2   73134604   73163520     39      11  161405       3.3247   1.2657e-05   -4.4409e-16       3.3247
_SET4_   1496          2   79730060   80877493   3207     224  161405      0.59813   0.00037723   -3.3307e-16      0.59813
_SET4_   54910         2   97523973   97546680     18       6  161405       1.7054    0.0055889   -4.4409e-16       1.7054
_SET4_   8440          2  106351520  106512230    540      26  161405       -0.105      0.11086    -3.747e-16       -0.105
_SET4_   9394          2  129021554  129086171    220      28  161405       -1.401      0.63961   -4.4409e-16       -1.401
_SET4_   57282         2  162470699  162843286    796      23  161405      0.72362     0.012149   -3.3307e-16      0.72362
_SET4_   23314         2  200132723  200345989    262      19  161405       4.3832   3.2735e-08             0       4.3832
_SET4_   57624         2  226254426  226520234    455      38  161405       1.6688    0.0018483   -4.4409e-16       1.6688
_SET4_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET4_   152330        3    2130550    3101145   4048     299  161405       3.0361   2.4556e-09   -4.4409e-16       3.0361
_SET4_   1951          3   48672396   48710348     34       4  161405       3.4661   1.5697e-05   -4.4409e-16       3.4661
_SET4_   6405          3   50182562   50228008     79      11  161405       1.0393     0.025449   -4.4409e-16       1.0393
_SET4_   7869          3   50295040   50316073     16       6  161405       3.1321   3.8116e-05   -4.4409e-16       3.1321
_SET4_   27086         3   71002365   71643140   1269     108  161405       5.8469   8.3912e-15             0       5.8469
_SET4_   6092          3   75945845   77700615   4972     220  161405      0.44614    0.0007227   -3.8858e-16      0.44614
_SET4_   2042          3   89146674   89532784    694      28  161405       -0.133     0.089558   -3.8858e-16       -0.133
_SET4_   5361          3  126697437  126757735    194      21  161405        1.613    0.0053449   -4.4409e-16        1.613
_SET4_   23043         3  170778792  171188197   1051     112  161405      -1.0081      0.28559   -4.4409e-16      -1.0081
_SET4_   1400          4    5820991    5904785    304      42  161405     -0.54824      0.29167   -3.3307e-16     -0.54824
_SET4_   7345          4   41248898   41271946     74      13  161405     -0.82814      0.47167   -3.3307e-16     -0.82814
_SET4_   2560          4   47023295   47434301    924      62  161405       2.0587   0.00010363   -4.4409e-16       2.0587
_SET4_   2044          4   66183781   66546529   1280      59  161405       2.5383   2.5956e-06   -4.4409e-16       2.5383
_SET4_   658           4   95669128   96081101   1239      51  161405        1.106   0.00091236   -4.4409e-16        1.106
_SET4_   8633          4   96082155   96480361   1284     110  161405       0.9745    0.0025124   -3.3307e-16       0.9745
_SET4_   79633         4  126227003  126415587    502      40  161405     -0.49214      0.21157   -3.8858e-16     -0.49214
_SET4_   348980        5   45253552   45706220    490      31  161405       5.9864   2.3495e-13             0       5.9864
_SET4_   4208          5   88012558   88209922    332      26  161405       2.8223   3.8049e-05   -4.4409e-16       2.8223
_SET4_   1809          5  146768871  146899619    147      27  161405     -0.17761      0.20551   -3.8858e-16     -0.17761
_SET4_   57451         5  166396083  167692662   2929     220  161405      0.46606   0.00059591   -3.8858e-16      0.46606
_SET4_   1812          5  174866175  174881163     44      10  161405     -0.83565      0.48249   -3.3307e-16     -0.83565
_SET4_   114787        5  176021303  176054339     49      15  161405      -0.1075      0.20652    -3.747e-16      -0.1075
_SET4_   90249         5  176227560  176309399    149      33  161405      -2.1282      0.90222   -4.4409e-16      -2.1282
_SET4_   9856          6   24542832   24656383    394      43  161405       2.9344   2.0643e-05   -4.4409e-16       2.9344
_SET4_   57497         6   40357873   40565126    771      48  161405      0.55311     0.018507   -3.3307e-16      0.55311
_SET4_   5796          6  128288424  128851870    996      69  161405      0.58962      0.01474   -3.3307e-16      0.58962
_SET4_   6446          6  134488884  134649196    446      66  161405      0.23063     0.086127   -3.8858e-16      0.23063
_SET4_   9734          7   18116572   19040635   2279     151  161405     0.003022    0.0033405     -3.76e-16     0.003022
_SET4_   4852          7   24313807   24332984     82      13  161405      0.12254      0.14947    -3.747e-16      0.12254
_SET4_   1687          7   24736474   24807639    267      19  161405       4.3128   4.4033e-08             0       4.3128
_SET4_   3624          7   41727101   41752706     26       9  161405       2.1223    0.0012604   -4.4409e-16       2.1223
_SET4_   816           7   44255249   44375230    311      29  161405      -1.0337      0.46751   -4.4409e-16      -1.0337
_SET4_   107           7   45604125   45764215    448      49  161405      0.97236     0.015341   -3.3307e-16      0.97236
_SET4_   9863          7   77644874   79093121   5187     252  161405       1.8466   2.0899e-06   -4.4409e-16       1.8466
_SET4_   10512         7   80370354   80561695    422      53  161405     -0.31526      0.20712   -3.8858e-16     -0.31526
_SET4_   8321          7   90883783   90899632     23       6  161405      -1.0164        0.559   -4.4409e-16      -1.0164
_SET4_   222950        7  100071550  100093925     40       7  161405       1.0289      0.03147   -4.4409e-16       1.0289
_SET4_   91584         7  131806591  132343447   1511     121  161405     -0.11084     0.030068    -3.747e-16     -0.11084
_SET4_   3792          7  142636701  142669503     90      12  161405      0.22112       0.1672   -3.8858e-16      0.22112
_SET4_   4741          8   24760712   24778107     24       9  161405      -1.1458      0.61008   -4.4409e-16      -1.1458
_SET4_   4747          8   24806968   24824383     66       7  161405      -1.4125      0.71275   -4.4409e-16      -1.4125
_SET4_   1808          8   26361709   26517193    605      29  161405       0.2992     0.047322   -3.8858e-16       0.2992
_SET4_   81551         8   27092314   27126382    103      14  161405      0.53645      0.07402   -3.3307e-16      0.53645
_SET4_   2185          8   27158999   27318408    422      24  161405       3.4238   1.6099e-06   -4.4409e-16       3.4238
_SET4_   340371        8  144914255  144934200     32       9  161405       4.3898   6.6825e-08             0       4.3898
_SET4_   7436          9    2611679    2655985    140      30  161405      0.53545       0.0623   -3.3307e-16      0.53545
_SET4_   5789          9    8312746   10622723   9837     446  161405       1.1413   3.9407e-05   -4.4409e-16       1.1413
_SET4_   6096          9   77102252   77305034    437      34  161405       0.5169     0.040059   -3.3307e-16       0.5169
_SET4_   23287         9   88159954   88366944    590      16  161405       1.0884     0.009742   -4.4409e-16       1.0884
_SET4_   7046          9  101857412  101917974    105      11  161405      -1.2192      0.63764   -4.4409e-16      -1.2192
_SET4_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET4_   9355          9  126763889  126797072     87      10  161405     0.071451      0.16248    -3.747e-16     0.071451
_SET4_   6812          9  130364486  130456495     95      15  161405      0.85002     0.041292   -3.3307e-16      0.85002
_SET4_   84628         9  135027334  135119724    217      32  161405     -0.34556      0.23681   -3.8858e-16     -0.34556
_SET4_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET4_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET4_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET4_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET4_   79955        10  102765940  102800914     86      28  161405       1.3506     0.010222   -4.4409e-16       1.3506
_SET4_   9148         10  105243735  105353809    283      30  161405       1.7128     0.002472   -4.4409e-16       1.7128
_SET4_   57698        10  118641388  118896097    276      17  161405       1.3254    0.0096375   -4.4409e-16       1.3254
_SET4_   10570        10  133988564  134020780     95      12  161405       1.0506     0.024275   -4.4409e-16       1.0506
_SET4_   85442        10  134963971  135041416    308      26  161405     -0.63557      0.31206   -3.3307e-16     -0.63557
_SET4_   51286        11     785610     800126     26       7  161405     -0.49158      0.35641   -3.8858e-16     -0.49158
_SET4_   9024         11    1401129    1485419    359      33  161405       2.5498   0.00010512   -4.4409e-16       2.5498
_SET4_   57689        11   40134024   41491186   3504     172  161405     -0.37463    0.0095483   -3.8858e-16     -0.37463
_SET4_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET4_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET4_   6712         11   66448467   66506716     46      16  161405       2.2626   0.00074519   -4.4409e-16       2.2626
_SET4_   78999        11   66614558   66629446     15       6  161405       3.0063    6.375e-05   -4.4409e-16       3.0063
_SET4_   4135         11   75296459   75389479    171      18  161405       1.3842    0.0091301   -4.4409e-16       1.3842
_SET4_   4684         11  112821969  113150658    927      58  161405       2.6431   8.5145e-06   -4.4409e-16       2.6431
_SET4_   84623        11  126291888  126880766   1964     148  161405        1.691   1.6761e-05   -4.4409e-16        1.691
_SET4_   4978         11  132283375  133412403   3605     271  161405       3.7399   3.1711e-11   -4.4409e-16       3.7399
_SET4_   81029        12    1673823    1757879    282      55  161405      -1.1298       0.5416   -4.4409e-16      -1.1298
_SET4_   4908         12    5531280    5605965    203      33  161405      0.36874     0.079773   -3.8858e-16      0.36874
_SET4_   5800         12   15465191   15752765    594      49  161405       1.4965    0.0021909   -4.4409e-16       1.4965
_SET4_   23017        12   50259179   50307760    157      32  161405     -0.77046      0.41241   -3.3307e-16     -0.77046
_SET4_   23426        12   66739678   67473014   2120     139  161405      -2.0306      0.27771   -4.4409e-16      -2.0306
_SET4_   1840         12  113484514  113537333    197      35  161405    -0.070365      0.17313    -3.747e-16    -0.070365
_SET4_   92558        12  120417648  120533799    209      17  161405     -0.14995      0.21743   -3.8858e-16     -0.14995
_SET4_   51761        13   25936209   26601489   2037     117  161405      -1.3768      0.11321   -4.4409e-16      -1.3768
_SET4_   9201         13   36341289   36715514   1136      99  161405     -0.01579     0.044251    -3.747e-16     -0.01579
_SET4_   26050        13   88313931   88333371     32       8  161405      0.59965     0.081718   -3.3307e-16      0.59965
_SET4_   51062        14   50989800   51101286    181      17  161405    -0.019005      0.16614    -3.747e-16    -0.019005
_SET4_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET4_   3714         14  105605818  105645161     90      10  161405        1.301     0.013717   -4.4409e-16        1.301
_SET4_   161497       15   43890185   44012286    104      10  161405       4.4616    5.459e-08             0       4.4616
_SET4_   80031        15   47466403   48067920   1703      60  161405       1.6726   1.6966e-05   -4.4409e-16       1.6726
_SET4_   4756         15   73334056   73599047    567      23  161405      0.87533     0.013022   -3.3307e-16      0.87533
_SET4_   27020        15   73850844   73935753    142      16  161405       0.2442      0.12294   -3.8858e-16       0.2442
_SET4_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET4_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET4_   84894        15   77903869   77998490    252      23  161405       3.0467   2.3166e-05   -4.4409e-16       3.0467
_SET4_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET4_   1009         16   64915294   65170015    850      38  161405      0.71709    0.0097631   -3.3307e-16      0.71709
_SET4_   146760       17    1836471    1938178    338      43  161405       1.7564    0.0018996   -4.4409e-16       1.7564
_SET4_   23108        17    2649050    2942535   1071     151  161405       1.3801    0.0019121   -4.4409e-16       1.3801
_SET4_   8851         17   30804105   30819771     12       4  161405        2.918   8.3977e-05   -4.4409e-16        2.918
_SET4_   80725        17   36684759   36772183    162      23  161405     -0.82396      0.44996   -3.3307e-16     -0.82396
_SET4_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET4_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET4_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET4_   54549        17   71329023   71650227    981     122  161405      0.42842     0.029299   -3.8858e-16      0.42842
_SET4_   10458        17   78998944   79092732    402      52  161405      0.56154     0.043449   -3.3307e-16      0.56154
_SET4_   5881         17   79979532   79993580     33       6  161405      0.27085      0.14085   -3.8858e-16      0.27085
_SET4_   116          18     894366     913673     86      20  161405      -1.7026      0.76754   -4.4409e-16      -1.7026
_SET4_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET4_   596          18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET4_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET4_   57662        19    7650774    7684696     70      11  161405      -1.9296      0.84586   -4.4409e-16      -1.9296
_SET4_   163175       19   35613917   35636178     55       5  161405      -1.8325      0.84378   -4.4409e-16      -1.8325
_SET4_   79414        19   36418022   36437597     41       5  161405      -1.1658      0.75437   -4.4409e-16      -1.1658
_SET4_   57622        19   39795957   39816740     33       7  161405     -0.12949      0.29856   -3.8858e-16     -0.12949
_SET4_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET4_   9253         19   41170310   41206556     87      17  161405     -0.84302      0.46179   -3.3307e-16     -0.84302
_SET4_   388552       19   45672003   45686558     30       6  161405     -0.73062      0.48049   -3.3307e-16     -0.73062
_SET4_   50944        19   51161552   51230195    153      40  161405       1.1404     0.016283   -4.4409e-16       1.1404
_SET4_   9751         20    1236948    1291471    142      27  161405      0.37486     0.088199   -3.8858e-16      0.37486
_SET4_   4685         21   22360633   22915392   1737      97  161405      -1.2404      0.12892   -4.4409e-16      -1.2404
