# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
10827        5  153368223  153428497    135       8  161405       3.8155   -4.4409e-16       3.8155
4238         5  153408519  153438514     64       5  161405       3.9329   -4.4409e-16       3.9329
55568        5  153560295  153802044    805      54  161405       3.5939   -4.4409e-16       3.5939
79685        5  153815517  153842113     49      16  161405      0.24872   -3.8858e-16      0.24872
9421         5  153853032  153867824     36      12  161405      0.23227   -3.8858e-16      0.23227
23367        5  154052224  154198667    306      31  161405      0.12355    -3.747e-16      0.12355
10826        5  154195094  154240213     68      12  161405      0.49729   -3.8858e-16      0.49729
9337         5  154227755  154257852     47       7  161405       -0.308   -3.8858e-16       -0.308
25929        5  154265476  154327776    142      16  161405     -0.14578   -3.8858e-16     -0.14578
29093        5  154310633  154350471     88      13  161405     -0.24262   -3.8858e-16     -0.24262
285643       5  154383260  154399185     60       7  161405      -0.9212   -3.3307e-16      -0.9212
6444         5  155452147  156196299   2081      69  161405       3.2679   -4.4409e-16       3.2679
91937        5  156344793  156400266     99      12  161405      0.17794   -3.8858e-16      0.17794
26762        5  156454489  156496130    144      21  161405     -0.96917   -3.3307e-16     -0.96917
84868        5  156511343  156546248    103       9  161405      -2.3651   -4.4409e-16      -2.3651
9443         5  156563951  156579921     51       7  161405      0.26901   -3.8858e-16      0.26901
153745       5  156587843  156603279     35       9  161405     -0.22939   -3.8858e-16     -0.22939
3702         5  156597907  156683609    330      32  161405      -1.5828   -4.4409e-16      -1.5828
26999        5  156683091  156824106    421      22  161405      0.55348   -3.3307e-16      0.55348
408263       5  156767107  156782729     42       6  161405      0.42267   -3.8858e-16      0.42267
8728         5  156820571  157012831    649      33  161405     -0.90227   -3.3307e-16     -0.90227
348938       5  156877027  156903230     82      13  161405      0.28463   -3.8858e-16      0.28463
11063        5  157050304  157109138    162      19  161405      -1.3142   -4.4409e-16      -1.3142
100190949    5  157088561  157108662     56       9  161405      -1.5898   -4.4409e-16      -1.5898
54974        5  157148323  157168482     63      13  161405      -1.3562   -4.4409e-16      -1.3562
134353       5  157160755  157185246     74       9  161405      -1.3697   -4.4409e-16      -1.3697
9685         5  157211251  157296183    220      16  161405      0.28468   -3.8858e-16      0.28468
1879         5  158121416  158536788    776      56  161405     -0.65748   -3.3307e-16     -0.65748
153830       5  158582917  158647061    122      20  161405        2.187   -4.4409e-16        2.187
134510       5  158680089  158714548     57      11  161405      0.95992   -3.3307e-16      0.95992
3593         5  158740291  158767481     55      11  161405      0.61741   -3.3307e-16      0.61741
147          5  159333740  159401517    180      23  161405     0.099683    -3.747e-16     0.099683
7265         5  159426156  159494050    148      14  161405     -0.46875   -3.8858e-16     -0.46875
114825       5  159501389  159556452     88      11  161405       1.3382   -4.4409e-16       1.3382
2172         5  159604374  159667229    306      24  161405       0.6551   -3.3307e-16       0.6551
79616        5  159677166  159749602    191      25  161405      -1.7862   -4.4409e-16      -1.7862
114898       5  159773261  159807657     76      11  161405     -0.47859   -3.8858e-16     -0.47859
63920        5  159818655  159837060     39       8  161405      0.18598   -3.8858e-16      0.18598
10569        5  159827148  159856168     66      11  161405    -0.015244   -3.7643e-16    -0.015244
9232         5  159838865  159857247     35       7  161405     0.029979    -3.747e-16     0.029979
23120        5  159988627  160289219    839      57  161405     -0.70395   -3.3307e-16     -0.70395
2561         5  160713926  160985130    627      40  161405      -1.5381   -4.4409e-16      -1.5381
2559         5  161102658  161131098     65       9  161405      0.20807   -3.8858e-16      0.20807
2554         5  161264197  161328465    162      17  161405       1.3122   -4.4409e-16       1.3122
2566         5  161484648  161584045    171      29  161405       2.5327   -4.4409e-16       2.5327
900          5  162854573  162873522     20       7  161405      -1.0499   -4.4409e-16      -1.0499
3161         5  162877517  162920451     96      13  161405     -0.88955   -3.3307e-16     -0.88955
134492       5  162879086  162897143     40       9  161405     -0.93873   -3.3307e-16     -0.93873
27430        5  162920070  162947859     52      11  161405     -0.36074   -3.8858e-16     -0.36074
57451        5  166396083  167692662   2929     220  161405      0.46606   -3.8858e-16      0.46606
23286        5  167709065  167900808    608      76  161405     -0.83863   -3.3307e-16     -0.83863
5917         5  167903463  167947811    178      12  161405      -0.2252   -3.8858e-16      -0.2252
79646        5  167981128  168016614     42       8  161405       1.0649   -4.4409e-16       1.0649
6586         5  168087238  168738133   2258     168  161405      -1.5927   -4.4409e-16      -1.5927
54908        5  169000638  169033282    102       9  161405      -1.1521   -4.4409e-16      -1.1521
1794         5  169054251  169511886   1406     118  161405      0.95816   -3.3307e-16      0.95816
100131897    5  169289219  169417744    319      50  161405       2.3677   -4.4409e-16       2.3677
2299         5  169522917  169538229     71      15  161405     -0.21971   -3.8858e-16     -0.21971
133874       5  169649916  169674735     35      10  161405     -0.60517   -3.3307e-16     -0.60517
3937         5  169673588  169734822    136      39  161405      -1.6246   -4.4409e-16      -1.6246
30820        5  169770491  170165136   1293     133  161405      0.77046   -3.3307e-16      0.77046
3779         5  169803665  169826681    101      20  161405        0.325   -3.8858e-16        0.325
2568         5  170200723  170242551    140      20  161405      -1.5895   -4.4409e-16      -1.5895
64901        5  170278880  170728954    818      18  161405     -0.61775   -3.3307e-16     -0.61775
30012        5  170726288  170740638     25       6  161405      0.21475   -3.8858e-16      0.21475
4869         5  170804652  170839388     87       7  161405       1.6065   -4.4409e-16       1.6065
8817         5  170836667  170886130    127      24  161405      0.77236   -3.3307e-16      0.77236
644994       5  171202819  171219629     52       9  161405     -0.18022   -3.8858e-16     -0.18022
23291        5  171287053  171443877    205      20  161405     -0.13059   -3.8858e-16     -0.13059
6793         5  171467574  171625346    556      50  161405      -2.0539   -4.4409e-16      -2.0539
285588       5  171611176  171631958     51      11  161405      -1.3975   -4.4409e-16      -1.3975
92181        5  171635148  171720795    241      14  161405      -1.1453   -4.4409e-16      -1.1453
285590       5  171750685  171891527    461      24  161405     -0.72165   -3.3307e-16     -0.72165
54492        5  172058266  172120043    169      26  161405       0.2043   -3.8858e-16       0.2043
101928093    5  172172656  172191058     41       8  161405     -0.30612   -3.8858e-16     -0.30612
1843         5  172193593  172208203     56      11  161405      -1.2991   -4.4409e-16      -1.2991
57222        5  172251223  172381188    384      54  161405       1.0609   -4.4409e-16       1.0609
51121        5  172375917  172398274     73      13  161405     -0.23744   -3.8858e-16     -0.23744
8992         5  172400763  172463400    124      21  161405        1.819   -4.4409e-16        1.819
153222       5  172473355  172567791    214      20  161405       2.2721   -4.4409e-16       2.2721
662          5  172561445  172592890     73      14  161405       2.3403   -4.4409e-16       2.3403
1482         5  172657607  172672315     27      10  161405      0.27168   -3.8858e-16      0.27168
8614         5  172740226  172766506     52      16  161405     -0.30271   -3.8858e-16     -0.30271
91272        5  173032648  173053706     54       8  161405      0.79726   -3.3307e-16      0.79726
80315        5  173305331  173388813    197      18  161405      -1.1105   -4.4409e-16      -1.1105
133491       5  173406162  173434643    103      13  161405      0.40375   -3.8858e-16      0.40375
51617        5  173462607  173537682    177      17  161405   -0.0069114   -3.7557e-16   -0.0069114
4488         5  174141575  174159402     39       9  161405     -0.65281   -3.3307e-16     -0.65281
1812         5  174866175  174881163     44      10  161405     -0.83565   -3.3307e-16     -0.83565
94081        5  174895514  174958245    246      21  161405      0.85597   -3.3307e-16      0.85597
3274         5  175074847  175137739    116      19  161405      0.16132   -3.8858e-16      0.16132
10814        5  175213542  175312524    262      26  161405       0.4786   -3.8858e-16       0.4786
84321        5  175385034  175405318      2       1  161405      0.73879   -3.3307e-16      0.73879
202134       5  175480712  175543301     10       4  161405      0.64376   -3.3307e-16      0.64376
375484       5  175655370  175774492    194      17  161405       1.9108   -4.4409e-16       1.9108
57179        5  175771565  175798809     58      11  161405       2.1815   -4.4409e-16       2.1815
285598       5  175782477  175802434     38       9  161405       2.0295   -4.4409e-16       2.0295
192286       5  175805784  175818251     28       5  161405      0.32728   -3.8858e-16      0.32728
51491        5  175809440  175825763     39       8  161405      0.10576    -3.747e-16      0.10576
1212         5  175817956  175853570     75      16  161405     -0.44884   -3.8858e-16     -0.44884
23197        5  175865356  175938575    132      17  161405     -0.24298   -3.8858e-16     -0.24298
22838        5  175952200  175975026     34      13  161405      -1.2951   -4.4409e-16      -1.2951
54825        5  175959512  176024269    187      21  161405     -0.92618   -3.3307e-16     -0.92618
114787       5  176021303  176054339     49      15  161405      -0.1075    -3.747e-16      -0.1075
6620         5  176045710  176067557     28       5  161405     -0.21176   -3.8858e-16     -0.21176
253314       5  176047683  176075142     37       7  161405     -0.15877   -3.8858e-16     -0.15877
26262        5  176064388  176087559     48       7  161405      -1.7995   -4.4409e-16      -1.7995
90249        5  176227560  176309399    149      33  161405      -2.1282   -4.4409e-16      -2.1282
3101         5  176306370  176336333     83      21  161405      -2.0627   -4.4409e-16      -2.0627
51720        5  176330506  176443795    348      14  161405     -0.96989   -3.3307e-16     -0.96989
23567        5  176439681  176509689    232      16  161405       -1.379   -4.4409e-16       -1.379
2264         5  176503906  176526643     62      11  161405      -1.2975   -4.4409e-16      -1.2975
101928726    5  176531322  176558835     77      13  161405      0.71254   -3.3307e-16      0.71254
64324        5  176550026  176728714    377      19  161405       1.1067   -4.4409e-16       1.1067
27166        5  176720763  176735460     36      11  161405      0.41299   -3.8858e-16      0.41299
53917        5  176726699  176740744     32      10  161405     -0.71762   -3.3307e-16     -0.71762
83463        5  176731001  176751096     43      13  161405      -1.5829   -4.4409e-16      -1.5829
10960        5  176757063  176788885     48       6  161405       -1.305   -4.4409e-16       -1.305
10636        5  176774704  176801099     43       7  161405     -0.41589   -3.8858e-16     -0.41589
6569         5  176801432  176827349     34       6  161405     0.011355   -3.7643e-16     0.011355
345456       5  176825608  176837637     16       7  161405     -0.53808   -3.3307e-16     -0.53808
2161         5  176827639  176846577     24       7  161405      0.97913   -3.3307e-16      0.97913
2870         5  176843687  176871350     41       8  161405    -0.061066    -3.747e-16    -0.061066
80758        5  176863796  176884787     30       5  161405      0.15011   -3.8858e-16      0.15011
1627         5  176882113  176910694     48       8  161405     -0.34797   -3.8858e-16     -0.34797
9260         5  176908895  176934606     37      11  161405        1.241   -4.4409e-16        1.241
79930        5  176927405  176947490     31       9  161405       1.8137   -4.4409e-16       1.8137
51428        5  176937078  176953967     24       7  161405       2.0809   -4.4409e-16       2.0809
54540        5  176945290  176991548     70       9  161405       1.8185   -4.4409e-16       1.8185
54732        5  177009213  177024608     45       9  161405      0.58132   -3.3307e-16      0.58132
11285        5  177017119  177038848     63      12  161405       0.3279   -3.8858e-16       0.3279
285596       5  177148865  177217505      9       4  161405      -1.9374   -4.4409e-16      -1.9374
5626         5  177417736  177433243     42      12  161405     -0.08011    -3.747e-16     -0.08011
23138        5  177530556  177554607     56      12  161405     -0.15562   -3.8858e-16     -0.15562
64777        5  177548002  177577067     88      12  161405     -0.22317   -3.8858e-16     -0.22317
55651        5  177574964  177590961     56       9  161405     -0.45111   -3.8858e-16     -0.45111
3182         5  177621508  177639684     55      18  161405       1.5906   -4.4409e-16       1.5906
85007        5  177633975  177669823    144      26  161405       1.1095   -4.4409e-16       1.1095
91522        5  177663117  178027573   1363     118  161405      -2.7399   -4.4409e-16      -2.7399
57396        5  178028164  178064093     65       9  161405     -0.99339   -3.3307e-16     -0.99339
6940         5  178137022  178167703     93      11  161405     -0.44327   -3.8858e-16     -0.44327
117608       5  178276954  178312924    226      12  161405      -3.4917   -4.4409e-16      -3.4917
80108        5  178312899  178361713    193      15  161405      -1.5192   -4.4409e-16      -1.5192
285676       5  178358194  178394718    124      15  161405      -1.5864   -4.4409e-16      -1.5864
2916         5  178403828  178432124    128      18  161405      -2.0496   -4.4409e-16      -2.0496
345462       5  178440776  178462888     85       6  161405      -1.0729   -4.4409e-16      -1.0729
30832        5  178477607  178511522     83      14  161405       1.0501   -4.4409e-16       1.0501
9509         5  178536352  178782431    902     128  161405       2.4973   -4.4409e-16       2.4973
80230        5  178967562  179038527    202      21  161405       1.1148   -4.4409e-16       1.1148
3187         5  179039679  179060722     56      11  161405       2.2558   -4.4409e-16       2.2558
285679       5  179067045  179082083     24       6  161405       2.2694   -4.4409e-16       2.2694
646019       5  179104059  179117975     53       8  161405        1.433   -4.4409e-16        1.433
821          5  179115019  179160142     99      14  161405       1.0507   -4.4409e-16       1.0507
9794         5  179149833  179209535    133      15  161405       1.2697   -4.4409e-16       1.2697
4056         5  179209263  179225116     40       9  161405       1.4157   -4.4409e-16       1.4157
11282        5  179223097  179243952     53      12  161405       2.0602   -4.4409e-16       2.0602
8878         5  179223388  179266578    126      25  161405      0.99226   -3.3307e-16      0.99226
51149        5  179262427  179295867     79      13  161405      0.26437   -3.8858e-16      0.26437
23061        5  179287571  179344879     91      10  161405     -0.83035   -3.3307e-16     -0.83035
55819        5  179380567  179509118    352      25  161405      -1.3398   -4.4409e-16      -1.3398
255426       5  179526295  179646130    487      70  161405     -0.64846   -3.3307e-16     -0.64846
5601         5  179659094  179729071    232      30  161405     -0.27892   -3.8858e-16     -0.27892
9945         5  179726198  179790341    250      30  161405      0.27848   -3.8858e-16      0.27848
57472        5  179911412  180006858    362      18  161405       0.1364   -3.8858e-16       0.1364
92304        5  180015605  180028487     35       9  161405     -0.21645   -3.8858e-16     -0.21645
2324         5  180027006  180086624    261      34  161405     -0.38233   -3.8858e-16     -0.38233
134083       5  180164623  180177058     29       8  161405       -1.747   -4.4409e-16       -1.747
4245         5  180216041  180247939    157      10  161405      0.19406   -3.8858e-16      0.19406
643836       5  180270935  180298334    115      13  161405      0.19266   -3.8858e-16      0.19266
79908        5  180316077  180379406    190      11  161405       -1.119   -4.4409e-16       -1.119
10917        5  180405845  180435227     42       7  161405     -0.69558   -3.3307e-16     -0.69558
153579       5  180457203  180490023    111      17  161405      -1.0535   -4.4409e-16      -1.0535
26693        5  180549839  180566557     53       9  161405       1.1103   -4.4409e-16       1.1103
285659       5  180571943  180584390     64      10  161405     -0.29379   -3.8858e-16     -0.29379
81786        5  180619424  180642293    112      16  161405      -1.6799   -4.4409e-16      -1.6799
90933        5  180640263  180664308     81      16  161405      -1.8106   -4.4409e-16      -1.8106
10399        5  180662428  180681209     69      10  161405     -0.78917   -3.3307e-16     -0.78917
84851        5  180681873  180698161     53       9  161405      -1.5696   -4.4409e-16      -1.5696
56940        6     282101     352855     78      31  161405     -0.47259   -3.8858e-16     -0.47259
3662         6     381739     412943    104      18  161405      -1.8455   -4.4409e-16      -1.8455
55770        6     483638     703141    698      49  161405      0.14614   -3.8858e-16      0.14614
135458       6     654439     666964     26       8  161405      0.77243   -3.3307e-16      0.77243
101927353    6     899946     912555     51      12  161405     -0.64952   -3.3307e-16     -0.64952
94234        6    1302675    1316493     61      13  161405     -0.17564   -3.8858e-16     -0.17564
2295         6    1380069    1397332     53      22  161405     -0.28686   -3.8858e-16     -0.28686
2296         6    1600681    1615632     31      10  161405       -1.772   -4.4409e-16       -1.772
2762         6    1622535    2255868   1537     103  161405      -1.0578   -4.4409e-16      -1.0578
340156       6    2662363    2775615    501      47  161405     -0.85584   -3.3307e-16     -0.85584
56897        6    2755575    2787479    119      16  161405       1.3001   -4.4409e-16       1.3001
1992         6    2831066    2852283     95      15  161405      -1.0137   -4.4409e-16      -1.0137
5272         6    2885999    2913546     80      17  161405      -1.6933   -4.4409e-16      -1.6933
5269         6    2946893    2982399    120      17  161405       1.7798   -4.4409e-16       1.7798
4835         6    2990067    3021497    208      22  161405      0.59958   -3.3307e-16      0.59958
8737         6    3054201    3116921    146      28  161405      -1.0692   -4.4409e-16      -1.0692
670          6    3108926    3155333     86      10  161405       1.1586   -4.4409e-16       1.1586
7280         6    3152400    3167783     33       6  161405       1.2461   -4.4409e-16       1.2461
347733       6    3222995    3237968     16       3  161405     -0.92935   -3.3307e-16     -0.92935
389362       6    3249162    3269800    139       6  161405      0.47614   -3.8858e-16      0.47614
63027        6    3267707    3466954    741      71  161405      -1.5513   -4.4409e-16      -1.5513
221749       6    3721336    3762246    151      23  161405      0.53089   -3.3307e-16      0.53089
26240        6    3839632    3853051     52      10  161405     -0.42245   -3.8858e-16     -0.42245
8899         6    4011563    4066717    159      14  161405       1.3917   -4.4409e-16       1.3917
222826       6    4067093    4089457     75       8  161405       1.7342   -4.4409e-16       1.7342
404220       6    4069440    4132500    188      18  161405       1.9628   -4.4409e-16       1.9628
10455        6    4114427    4145831     82       9  161405       1.6771   -4.4409e-16       1.6771
9425         6    4696393    4957278    688      71  161405         1.67   -4.4409e-16         1.67
10799        6    4993780    5014292     94      12  161405       1.0603   -4.4409e-16       1.0603
57128        6    5045895    5271172    772      40  161405     -0.75125   -3.3307e-16     -0.75125
648791       6    5075720    5088955     34       7  161405    -0.083185    -3.747e-16    -0.083185
10667        6    5251251    5773316   1663     146  161405     -0.38937   -3.8858e-16     -0.38937
51299        6    5996732    6017838     77      16  161405      -1.2913   -4.4409e-16      -1.2913
2162         6    6142811    6330924    637      94  161405       -2.668   -4.4409e-16       -2.668
9450         6    6578934    6656716    352      51  161405     -0.13419   -3.8858e-16     -0.13419
6239         6    7097830    7253713    276      30  161405      -0.2999   -3.8858e-16      -0.2999
6745         6    7279783    7323541    230      19  161405      0.84101   -3.3307e-16      0.84101
285782       6    7325387    7399976    233      21  161405      -1.8751   -4.4409e-16      -1.8751
83732        6    7380062    7419770    104      10  161405      -1.7663   -4.4409e-16      -1.7663
1832         6    7531808    7588446    169      28  161405      0.04621    -3.747e-16      0.04621
154007       6    7580432    7613700     84      12  161405      0.59966   -3.3307e-16      0.59966
654          6    7717011    7883472    520      57  161405       1.0304   -4.4409e-16       1.0304
81567        6    7879983    7921047    148      23  161405      0.27208   -3.8858e-16      0.27208
63915        6    8012300    8074647    221      18  161405     -0.74495   -3.3307e-16     -0.74495
9521         6    8072093    8112828    121      14  161405      -1.2695   -4.4409e-16      -1.2695
51000        6    8411801    8445794    125      12  161405     -0.01278   -3.7643e-16     -0.01278
266553       6    9696363   10221841   1558      97  161405      -2.7204   -4.4409e-16      -2.7204
7020         6   10391919   10429797     69      18  161405      -1.6135   -4.4409e-16      -1.6135
2651         6   10511542   10631101    360      34  161405     -0.99267   -3.3307e-16     -0.99267
347744       6   10670151   10705030     20      14  161405     -0.29181   -3.8858e-16     -0.29181
55003        6   10685180   10711515     20      13  161405     -0.13132   -3.8858e-16     -0.13132
51522        6   10713148   10743077     47       6  161405     -0.38525   -3.8858e-16     -0.38525
81853        6   10737995   10771889     65      17  161405     -0.30311   -3.8858e-16     -0.30311
4117         6   10761456   10848788    159      20  161405     -0.18759   -3.8858e-16     -0.18759
9247         6   10871956   10892098     58      13  161405      0.13587   -3.8858e-16      0.13587
221711       6   10877064   10976042    286      28  161405      -1.1709   -4.4409e-16      -1.1709
54898        6   10979492   11054624    120      12  161405     -0.35053   -3.8858e-16     -0.35053
221710       6   11084266   11140471    204      21  161405      -1.8943   -4.4409e-16      -1.8943
405754       6   11101222   11122071     90      11  161405      -2.1035   -4.4409e-16      -2.1035
4739         6   11182031   11392581    666      86  161405     -0.46077   -3.8858e-16     -0.46077
100113407    6   11528460   11585257    174      18  161405       2.0775   -4.4409e-16       2.0775
84830        6   11710005   11789861    287      28  161405     -0.21256   -3.8858e-16     -0.21256
3096         6   12002724   12213770    571      53  161405       1.8575   -4.4409e-16       1.8575
1906         6   12280529   12298927     50      10  161405      -1.6887   -4.4409e-16      -1.6887
221692       6   12706888   13291976   1392      69  161405     -0.46813   -3.8858e-16     -0.46813
100130357    6   13278027   13307314    149      13  161405       2.7719   -4.4409e-16       2.7719
51256        6   13303683   13338787    137      12  161405         2.38   -4.4409e-16         2.38
54438        6   13362087   13497869    338      34  161405       1.5196   -4.4409e-16       1.5196
23408        6   13564506   13616890     79      13  161405       1.8365   -4.4409e-16       1.8365
51406        6   13602531   13634589     44       7  161405     -0.34944   -3.8858e-16     -0.34944
10048        6   13620230   13721796    162      22  161405       1.1611   -4.4409e-16       1.1611
63933        6   13785281   13824794     67      16  161405       2.1776   -4.4409e-16       2.1776
221687       6   13914677   13981740    129      15  161405     -0.94604   -3.3307e-16     -0.94604
9308         6   14107487   14138649     84      15  161405      -1.9183   -4.4409e-16      -1.9183
3720         6   15236206   15523773    714      54  161405      -0.2876   -3.8858e-16      -0.2876
84062        6   15521532   15673289    322      20  161405     -0.30566   -3.8858e-16     -0.30566
29116        6   16119277   16149979     58      12  161405      0.46027   -3.8858e-16      0.46027
2766         6   16228811   16297280    181      27  161405       1.2109   -4.4409e-16       1.2109
6310         6   16297843   16771721   1392     157  161405       1.2583   -4.4409e-16       1.2583
101928433    6   16752102   16766725     30      10  161405       1.1807   -4.4409e-16       1.1807
401236       6   17092489   17133103    108      14  161405      -1.0929   -4.4409e-16      -1.0929
221662       6   17271739   17295602     49      12  161405     -0.96681   -3.3307e-16     -0.96681
10486        6   17383447   17559523    427      40  161405      -2.0561   -4.4409e-16      -2.0561
51439        6   17590518   17613450     43      10  161405      0.63561   -3.3307e-16      0.63561
9972         6   17613766   17717065    258      21  161405      0.23716   -3.8858e-16      0.23716
63971        6   17757914   17997864    605      26  161405      0.61523   -3.3307e-16      0.61523
378884       6   18119218   18132851     43       7  161405     0.065118    -3.747e-16     0.065118
7172         6   18127042   18165374    128      19  161405    -0.065482    -3.747e-16    -0.065482
221656       6   18145619   18225585    280      24  161405     -0.95204   -3.3307e-16     -0.95204
7913         6   18222900   18274799    101      14  161405      -1.3918   -4.4409e-16      -1.3918
255488       6   18267602   18470605    883      45  161405      -1.1161   -4.4409e-16      -1.1161
3400         6   19827579   19843931     53      12  161405       1.1513   -4.4409e-16       1.1513
154141       6   20098415   20222695    395      60  161405      0.51648   -3.3307e-16      0.51648
1871         6   20392137   20495445    201      37  161405      -1.1086   -4.4409e-16      -1.1086
54901        6   20524688   21234135   2129      76  161405     -0.27105   -3.8858e-16     -0.27105
6659         6   21583972   21600350      6       3  161405     -0.12268    -3.747e-16     -0.12268
5617         6   22285973   22313082     68      14  161405     -0.48657   -3.8858e-16     -0.48657
154150       6   22559678   22572250     51       9  161405     -0.42603   -3.8858e-16     -0.42603
140767       6   24116414   24149257    106      21  161405       2.0513   -4.4409e-16       2.0513
51473        6   24170483   24393520    788      43  161405      0.44311   -3.8858e-16      0.44311
353219       6   24347131   24360012     33      10  161405       1.4987   -4.4409e-16       1.4987
57380        6   24393141   24427316    163      17  161405      0.80378   -3.3307e-16      0.80378
2822         6   24424560   24505433    515      28  161405       1.1116   -4.4409e-16       1.1116
7915         6   24485197   24538935    224      28  161405      0.78997   -3.3307e-16      0.78997
9856         6   24542832   24656383    394      43  161405       2.9344   -4.4409e-16       2.9344
51567        6   24648705   24677115     96      15  161405       1.5815   -4.4409e-16       1.5815
55856        6   24657263   24706797    140      19  161405       1.8858   -4.4409e-16       1.8858
81688        6   24703589   24731064     72      18  161405        1.069   -4.4409e-16        1.069
51053        6   24765159   24787827     54      16  161405       2.1362   -4.4409e-16       2.1362
101928603    6   24796063   24809540     55       9  161405      0.22114   -3.8858e-16      0.22114
9750         6   24803012   24946275    413      41  161405       1.4692   -4.4409e-16       1.4692
3159         6   34194577   34215508     38       8  161405      0.56843   -3.3307e-16      0.56843
221491       6   34212657   34226904     38       6  161405    -0.036235    -3.747e-16    -0.036235
11165        6   34253471   34370457    235      12  161405     -0.73843   -3.3307e-16     -0.73843
100529239    6   34253471   34403902    301      15  161405     -0.61056   -3.3307e-16     -0.61056
6204         6   34383731   34403902     38       7  161405    -0.024941    -3.747e-16    -0.024941
29993        6   34423838   34504500    191      30  161405     -0.13302   -3.8858e-16     -0.13302
25803        6   34504079   34534110     75      14  161405       1.0799   -4.4409e-16       1.0799
64771        6   34553565   34674625    234      18  161405      0.22393   -3.8858e-16      0.22393
6631         6   34714871   34743134    102       9  161405    -0.022609    -3.747e-16    -0.022609
54887        6   34749794   34846791    254      15  161405    0.0072337   -3.7557e-16    0.0072337
6882         6   34844055   34865908     54       9  161405      0.93691   -3.3307e-16      0.93691
23294        6   34847038   35087302    570      32  161405      0.74481   -3.3307e-16      0.74481
6954         6   35084348   35119187    114      13  161405       1.2872   -4.4409e-16       1.2872
222663       6   35171824   35222356     81      13  161405       0.4658   -3.8858e-16       0.4658
7629         6   35216691   35265262     95      12  161405      0.17204   -3.8858e-16      0.17204
50619        6   35255595   35291048     67       9  161405     -0.49509   -3.8858e-16     -0.49509
5467         6   35300335   35397468    201      22  161405     -0.53483   -3.3307e-16     -0.53483
2178         6   35410116   35436418     78      13  161405      -1.7341   -4.4409e-16      -1.7341
4736         6   35426178   35440058     47       7  161405      -1.8264   -4.4409e-16      -1.8264
7005         6   35439874   35474884     78      19  161405       -1.482   -4.4409e-16       -1.482
7287         6   35464151   35490715     76      13  161405     -0.66218   -3.3307e-16     -0.66218
2289         6   35539862   35706360    293      22  161405      -1.1023   -4.4409e-16      -1.1023
221481       6   35691567   35718190     55      12  161405      -0.7838   -3.3307e-16      -0.7838
389383       6   35734343   35748829     42       8  161405      -1.1474   -4.4409e-16      -1.1474
340204       6   35738831   35757341     58       8  161405      -1.1779   -4.4409e-16      -1.1779
1208         6   35761259   35775121     37      10  161405     -0.87196   -3.3307e-16     -0.87196
222662       6   35763071   35793352     69       9  161405       -1.509   -4.4409e-16       -1.509
6732         6   35799311   35898957    206       9  161405      -1.5311   -4.4409e-16      -1.5311
116369       6   35909791   36002413    217      25  161405      -1.4656   -4.4409e-16      -1.4656
1432         6   35985412   36080513    233      21  161405     0.043562    -3.747e-16     0.043562
5603         6   36088261   36113801     43      11  161405      -1.0148   -4.4409e-16      -1.0148
27154        6   36154408   36202067     49      10  161405     -0.54681   -3.3307e-16     -0.54681
285848       6   36200945   36277872    200      40  161405      0.88558   -3.3307e-16      0.88558
389384       6   36282034   36314662     80      20  161405      0.55332   -3.3307e-16      0.55332
51513        6   36320498   36365577    166      34  161405     -0.21275   -3.8858e-16     -0.21275
222659       6   36356828   36420666    185      15  161405      0.54266   -3.3307e-16      0.54266
222658       6   36400544   36460418    138      12  161405      0.69681   -3.3307e-16      0.69681
11329        6   36460166   36525256    195      15  161405      0.51309   -3.3307e-16      0.51309
6428         6   36552090   36573744     75       8  161405      0.54117   -3.3307e-16      0.54117
1026         6   36634237   36656616     84      11  161405      -1.2624   -4.4409e-16      -1.2624
401258       6   36655628   36702460    168      24  161405     0.023399    -3.747e-16     0.023399
57699        6   36707049   36817220    382      54  161405     -0.13101   -3.8858e-16     -0.13101
51645        6   36821105   36852800     82      12  161405      0.50717   -3.3307e-16      0.50717
221477       6   36843640   36898240    144      12  161405      0.11569    -3.747e-16      0.11569
221476       6   36906039   36934113    101      13  161405     -0.88484   -3.3307e-16     -0.88484
23787        6   36934411   36964327    115      14  161405      0.10475    -3.747e-16      0.10475
221472       6   36963423   36998345    116      28  161405     -0.52768   -3.3307e-16     -0.52768
5292         6   37127922   37144704     25       5  161405     -0.91636   -3.3307e-16     -0.91636
221468       6   37178454   37235931     81      13  161405       0.9938   -3.3307e-16       0.9938
55633        6   37215528   37302246    156      12  161405      0.53913   -3.3307e-16      0.53913
9025         6   37311748   37364014     54      17  161405       1.0903   -4.4409e-16       1.0903
23070        6   37390907   37452137     87      16  161405    -0.030693    -3.747e-16    -0.030693
154467       6   37449196   37477700     62      13  161405     -0.67658   -3.3307e-16     -0.67658
266727       6   37598784   37675766    327      40  161405     -0.77107   -3.3307e-16     -0.77107
60685        6   37777272   38163137   1008      23  161405      0.74681   -3.3307e-16      0.74681
114781       6   38134727   38618202   1102      68  161405     -0.46321   -3.8858e-16     -0.46321
2739         6   38642201   38680952    101      15  161405      -1.0934   -4.4409e-16      -1.0934
1769         6   38673117   39000074   1169      56  161405      -3.2368   -4.4409e-16      -3.2368
